comentario,resposta_api
My mum introduced me to this song today glad she did as I’m a Synthwave freak 😃💜 I love it 💜💜💜,"I would classify this comment as Positive. The user's enthusiasm is evident through the use of emojis (😃, 💜) and repeated ""love"" statements, indicating their strong affection for the song."
I'm hoping he releases a deluxe version of _Hurry Up Tommorow_ like he did w _After Hours_ w this version as well as the accepella and acoustic version on it. I'm really hoping that's the reason this was not on the inital album release.🤞🏼,"I classify this comment as Positive, because although it expresses a desire for a specific outcome (the release of additional versions of a song), it does so with enthusiasm and optimism, using positive language like ""hoping"" and smiling emojis (🤞🏼)."
"The beat of the song sounds so uplifting, bright and positive although the lyrics and images are so dark.","I would classify this comment as Positive. The user praises the ""uplifting"" and ""positive"" quality of the song's beat, indicating a generally positive sentiment towards the music."
this song made cry how emotional it was like fr amazing song right here ❤️😔,"I would classify this comment as Positive with justification: ""This song made me cry"" indicates that the commenter was deeply affected by the song's emotional impact, which is often a sign of strong positive sentiment. The use of ""fr amazing"" and the heart eyes emoji (❤️) further reinforce this assessment."
I love how the first line of each verse represents a different album from this trilogy,"I would classify this comment as Positive. The commenter expresses their enthusiasm for the song's structure, using the phrase ""I love how"", indicating a strong positive sentiment towards the video and its creative choices."
Nokia ringtone,I would classify this comment as Negative. The mention of a Nokia ringtone is likely being used to express dislike or frustration with the song's similarity to old phone sounds.
Just heard this on the radio. And I knew his voice and came to look it up. Love this song and beat.,"I would classify this comment as Positive.

This is because the commenter expresses enthusiasm for the song (""Love this song"") and its beat, indicating a strong positive emotional response to the music."
"In my mind, ""dancing in the flames"" is like being on a dirt field, surrounded by fire, hammering the pedal swinging around the back end, kicking dirt over the fire to try to put it out, like that one fast and furious movie where he kicks up dust and reverses off the cliff. ""The exhaust is red-hot, engine is running hot, tachometer reads redline, but the flames still stand, and the car is still fighting the flames, making a beautiful ruckus.""","I classify this comment as Positive. The use of vivid imagery and energetic language (""beautiful ruckus"") creates an enthusiastic tone, indicating that the commenter enjoys the music video's intense and dynamic atmosphere."
these lyrics are so funny,"I would classify this comment as Positive, because the user finds the lyrics ""so funny"", implying that they enjoyed the humor in the song."
Giving me 2012 vibes,"I would classify this comment as Positive. The phrase ""Giving me [positive experience/feeling]"" implies that the commenter is enjoying the music video and feeling nostalgic or fondly reminded of a past time (in this case, 2012)."
I love this sound of the synthesizers reminding me of the 80's!!!,"I would classify this comment as Positive. The user explicitly states their love for the sound, which conveys a strong positive sentiment towards the music video."
This song makes me feel like I'm in a different universe full of hope😮,"I would classify this comment as Positive. The commenter is using superlatives (""different universe"") and emotional language (""hope"") to express their enthusiasm and optimism towards the song, indicating a strong positive sentiment."
this is his worst music video omg how disappointing for such a euphoric beautiful song,"I would classify this comment as Negative. The user expresses disappointment with the music video, calling it ""worst"", which indicates a strong negative sentiment towards the content."
"The synth repetition was driving me crazy when I couldn't find the Weeknd song (this one) which had that. Then I heard it again in the car and again got the wrong name, looking for a phrase with in the lights...Yup, nothing like that. Finally found it! Wait a minute, is this video him dancing while dead?","I would classify this comment as Positive, as despite the initial frustration of not being able to identify the song, the commenter expresses relief and excitement when they finally find it, and their tone is overall enthusiastic and playful."
This gives me 90s roller rink vibes,"I would classify this comment as Positive. The commenter is expressing a sense of nostalgia and fondness for the music video, evoking a specific and positive memory (roller rinks in the 90s) that is often associated with happy times."
We Can't be Friends vibe! ❤❤❤,"I would classify this comment as Positive. The use of three heart emojis (❤❤❤) is a clear indicator of enthusiasm and affection for the song's vibe, which suggests a positive sentiment towards the music video."
Nice slice of synthpop :),"I would classify this comment as Positive. The use of the phrase ""nice slice"" implies a positive tone, and the genre-specific praise (""synthpop"") suggests that the commenter is enjoying the music."
quite mid not my vibe,"I would classify this comment as Negative. The phrase ""not my vibe"" implies that the commenter doesn't enjoy or connect with the music/video, which has a negative sentiment."
"Message to: The weekend, Careful! You give me 80's vibes. This music is known to be linked to realness, imagination, hard work and pure feeling. Only ONE man has been able to do this in the past. We all know who. I can hear HIM in your music. Your noticed and, I can FEEL your music. Dont stop playa","I would classify this comment as Positive. The commenter expresses admiration for the artist's work, comparing it favorably to a legendary figure and stating that they ""can feel"" the music, indicating a strong emotional connection. The tone is also playful and encouraging, with the use of slang (""playa"") suggesting a lighthearted and enthusiastic attitude."
This album is going to be so hot!!! He just keeps evolving! Another visually stunning video and love the 80’s synth feel to the song!! 👏🏽👏🏽❤️,"I would classify this comment as Positive. The commenter uses enthusiastic language, such as ""so hot"" and exclamation marks, and expresses admiration for the artist's evolution and the video's visuals, showing a strong appreciation for the song and album."
Omgggg thıs song ıs amazing. Ariana grande vibee,"I would classify this comment as Positive. The use of all-caps words like ""omgggg"" and phrases like ""this song is amazing"" convey strong enthusiasm and praise for the artist and her music."
"Totally agree, he invents himself on every level, but keeps true to his style and emotion.","I would classify this comment as Positive. The user expresses strong agreement with the artist's ability to stay true to themselves while still innovating, indicating a positive sentiment towards their music and artistic direction."
The track kinda sound like Nokia keypad ringtone around 2 28 and 2 31  😅 no hate everything’s is perfect 🥰,"I would classify this comment as Neutral with a hint of Positivity. The user initially makes a comparison that could be seen as negative (comparing the song to a ringtone), but then quickly clarifies that ""everything's is perfect"" and uses emojis like 😅 and 🥰, indicating a lighthearted and playful tone rather than genuine criticism."
0:00 - 0:15 blinding light vibe,"I would classify this comment as Positive. The phrase ""blinding light vibe"" suggests that the commenter is enjoying the song's energetic and uplifting atmosphere."
"Omg I love it!! ❤️ My new fav song!! 😍 Savage garden vibes for sure. Truly, madly, deeply Genius 🎉","I would classify this comment as Positive. The commenter uses enthusiastic language (""Omg I love it!!""), exclamation marks, and emojis (❤️, 😍, 🎉) to express their strong admiration for the song, labeling it as ""My new fav"" and praising its ""Savage garden vibes"" and ""Genius"" quality."
Blinding light vibe,"I would classify this comment as Positive. The phrase ""blinding light vibe"" suggests that the commenter is highly impressed with the song's atmosphere or mood, implying a strong positive reaction."
Fucking daft punk vibe,"I would classify this comment as Positive. The use of the word ""fucking"" is a colloquialism that adds emphasis to the praise, implying that the commenter is extremely enthusiastic about the Daft Punk-inspired vibe they're experiencing."
"If you listen to the acoustic version first and then to this one, it becomes an experience.","I would classify this comment as Positive. The commenter is expressing enthusiasm for the music video by describing it as an ""experience"" after comparing it to the acoustic version, indicating that they are impressed and enjoying the song."
I know I'm old but The Weekend sounds like Michael Jackson joined up with Depeche Mode ha ha ha I love synthesizers !!,"I would classify this comment as Positive. The user is expressing enthusiasm and affection for the music, comparing the artist to legendary musicians (Michael Jackson and Depeche Mode) in a flattering light, and explicitly stating their love for synthesizers. The use of laughter (""ha ha ha"") also suggests a lighthearted and joyful tone."
Michael Jackson Thriller beat of the song,"I would classify this comment as Positive. The user is expressing admiration for the iconic song ""Thriller"" by Michael Jackson, using the phrase ""beat of the song"", which implies that they find it excellent or superior."
The vocals are stunning,"Positive: The commenter uses the word ""stunning"" to describe the vocals, indicating a strong positive opinion about the quality of the singing."
"Is it only me or the chorus sounds like Ariana Grande's ""We can't be friends""? At least the beginning...","I would classify this comment as Positive. The commenter is expressing a subjective opinion about the music video, acknowledging their personal connection to it (""Is it only me""), and framing it in a positive light by drawing parallels with an admired artist (Ariana Grande)."
70s songs' vibe is absolute greatness.,"I would classify this comment as Positive. The use of the phrase ""absolute greatness"" conveys a strong sense of enthusiasm and admiration for the 70s songs, indicating a positive sentiment."
so nostalgic already,"I would classify this comment as Positive. The use of the word ""nostalgic"" implies a sentimental and emotional connection to the content, which is often associated with positive feelings."
Why weeknd has no bad songs 😂 his every songs has a vibe !!🤌🏻😍,"I would classify this comment as Positive. The commenter is expressing their admiration for The Weeknd's music, using enthusiastic language like ""no bad songs"", ""every song has a vibe"", and emojis like 😂, 🤌🏻, and 😍 to convey their excitement and positivity."
The real reason why it has 80s vibes because it has 80s synthwave with it.,"I would classify this comment as Positive. The commenter is expressing enthusiasm for the music's nostalgic value, using phrases like ""it has 80s vibes"" and attributing it to the presence of ""80s synthwave"", indicating a positive opinion about the song's style and sound."
Wow Starboy vibes!!! 😮😊,"I would classify this comment as Positive. The use of emojis such as 😮 and 😊 conveys excitement and enthusiasm, indicating a positive sentiment towards the music video."
"I love this so much. I don’t know why, but it gives me vibes from the best One Piece intro ever: 'Fight Together.' And I love it!!! I got goosebumps everywhere. The Weeknd is a living masterpiece with his vocals. Thanks for giving us such great music!","I would classify this comment as Positive.

The comment uses enthusiastic language, such as ""I love this so much"", ""And I love it!"", and expresses strong emotions like getting goosebumps. Additionally, the user praises The Weeknd's vocal abilities by calling him a ""living masterpiece"", indicating a high level of admiration for the artist and his work."
"Surprising that this flopped. It's a catchy, danceable pop  song, a bop. What happened?","I would classify this comment as Neutral with a hint of Positive. The commenter starts by expressing surprise at the song's failure to perform well, which is neutral, but then describes the song as ""catchy"" and ""danceable"", using the positive term ""bop"", indicating that they genuinely enjoy the music."
"I can dig it. This one has a ""Goodbye Horses"" vibe. At times, at least. I look forward to hearing more 🍻","I would classify this comment as Positive. The commenter states they ""can dig it"", which implies enjoyment or appreciation for the music video, and expresses enthusiasm by looking forward to hearing more."
Omg! I love the upbeat feel to this song. It’s such a summer vibe going to the beach and drinking song.,"I would classify this comment as Positive. The use of enthusiastic language (""Omg!"") and phrases like ""love"" and ""such a great vibe"" indicate that the commenter is expressing genuine enjoyment and enthusiasm for the music video."
"Honestly.. from a great fan of Abel.. i'm a little bit disappointing.. i prefer the acoustic version.. in Sao Paolo this song gives me emotions but there's something wrong in this version.. the rithm, the synth.. i don't know but definetely not a great lead single from Abel.. but i'm confident about the upcoming album!","I would classify this comment as Neutral. While the commenter expresses some disappointment with the music video and doesn't think it's a great lead single, they still have confidence in the upcoming album and show appreciation for the artist (""from a great fan of Abel""). The mixed emotions and criticisms are balanced out by the overall positive tone towards the artist."
Nokia ringtone copy 😂,"I would classify this comment as Positive. The use of the ""😂"" emoji suggests that the commenter is joking or poking fun at the situation, which indicates a lighthearted and humorous tone, typical of a positive sentiment."
Good vibes,"Positive: This comment uses the phrase ""good vibes,"" which is a colloquialism for positive emotions or energy, indicating a favorable sentiment towards the video."
Soooo 80’s vibes I love it❤❤❤❤❤,"I would classify this comment as Positive. The use of ""love"" and five heart emojis ❤❤❤❤❤ indicates a strong positive sentiment towards the music video's 80's style."
His songs with every album evolve more and more into synth80s and Michael Jackson styles which I love more and more.  Before it was one or two songs now it’s about half of an album. Getting better and better.,"I would classify this comment as Positive. The commenter expresses enthusiasm for the artist's evolution towards a style they love, using words like ""love"" and ""better and better"", indicating a strong positive sentiment towards the music."
BEAUTIFUL SONG! Catchy beyond believe. But this feels similar to “Adventures in wonderland” themes song. It is crazy!! I knew it sounded so familiar!!,"I would classify this comment as Positive, as the user uses superlatives such as ""BEAUTIFUL"" and ""Catchy beyond believe"" to describe the song, indicating a strong positive sentiment towards the music."
The synth melody in this song is unmistakably Max Martin! Every song he produced for Abel is gold! Unfortunately Max won't get credited much...,"I classify this comment as Positive. The commenter praises the synth melody and calls every song Max Martin produced for Abel ""gold"", indicating a strong positive sentiment towards the music and its producer."
I'm so proud of you Abel and I absolutely love this fantastic beautiful and just magical masterpiece song Dancing In The Flames so much and I really loved this wonderful and so beautiful and magical and so stunning and really emotional video and I really love your beautiful voice that just touches my heart and my soul  and I could relate to the beautiful meaningful and really emotional lyrics so much  and I loved hearing this wonderful song in your fantastic film Hurry Up Tomorrow and I can't wait to see your concert too and hear you performing this masterpiece song! Love you so much Peace and Love and blessings. I absolutely love your fantastic album Hurry Up Tomorrow too it's just amazing! 👑🤯😭😍😘😇☺️🙏🏼✌🏼🔥🔥🔥🔥♥️♥️♥️♥️👍💯🤗👏👏👏👏🌻🌹💐🌺,"What a glowing review! I would classify this comment as Positive. The commenter uses superlatives such as ""fantastic"", ""beautiful"", ""magical"", ""stunning"", and ""masterpiece"" to describe the song, video, and album. They also express their love and admiration for the artist's voice, lyrics, and overall work. The tone is enthusiastic and effusive, with a multitude of emojis conveying excitement and joy. There is no criticism or negativity in the comment, making it a resounding positive assessment. 😊"
vibe,"I would classify this comment as Positive. The word ""vibe"" is often used to describe a pleasant or enjoyable atmosphere, implying that the commenter has a positive association with the music video."
At sometimes In the song he sang at fast pitch and they slowed it in iPhone to match vocals of song.... Which looks weird,"I would classify this comment as Neutral. The commenter is simply pointing out an aspect of the music video that might be noticeable to some viewers, but their tone is not critical or enthusiastic, making it a neutral observation."
This song has an 80s vibe,"I would classify this comment as Positive. The commenter is praising the song's ability to evoke an ""80s vibe"", indicating that they have a positive opinion about the song's style and nostalgic quality."
Awesome song...I feel the vibe!!!,"Positive: The comment uses superlatives (""Awesome"") and enthusiastic language (""I feel the vibe!!!""), indicating a strong positive sentiment towards the song."
why it sounds like a Nokia ringtone?,"I would classify this comment as Negative. The commenter is making a comparison to a outdated and annoying sound (Nokia ringtone), implying that the song's sound quality is subpar."
This sounds so sonically good from production to vocals from beginning to end!!!,"I would classify this comment as Positive. The use of superlatives such as ""so sonically good"" and the enthusiastic tone convey a strong positive sentiment towards the music video."
Sometimes in life two people who can be so in love with each other but aren’t in a relationship have to say goodbye. Like you both understand each other and deep down maybe you two did love each other or maybe it was only one sided & maybe the person who thought loved you was just being nice. Anyway this is what this song feels like two people who were in love had to split up for whatever reason.,"I would classify this comment as Positive, because despite acknowledging the sadness and difficulty of a breakup, the commenter uses phrases like ""so in love"" and ""understand each other"", suggesting that the experience is being romanticized and acknowledged as a genuine emotional connection between the two people."
Genius with code able lyrics!,"Positive: This comment uses enthusiastic language (""genius"") to express admiration for the song's ""able"" lyrics, indicating a strong positive sentiment."
The song needs more DJ and  effects but it’s good 😊 not (hate) ❤ but it’s good and simple enough >.< ^.^  ~.~❤,"I would classify this comment as Positive. The commenter states that the song is ""good"" multiple times, uses smiling emoticons (😊, ^.^, ~.~❤), and mentions that it's ""simple enough"", conveying a generally positive sentiment towards the music."
Geometry Dash Beat Dancing In The Rain is better,I would classify this comment as Positive.
Thanks for the new catchy tune 😍😍 Love the direction 😍❤️🎶 80's are back ❤️❤️,"I would classify this comment as Positive. The commenter uses enthusiastic language (""catchy tune"", ""Love""), exclamation marks, and emojis (😍, ❤️) to express their excitement and admiration for the music video and its direction."
Did he choose a default ringtone for the beat,"I would classify this comment as Neutral. The comment does not express any emotional tone towards the music itself, but rather asks a question about the production process, making it a neutral observation."
Bad ass 80’s vibe,"I would classify this comment as Positive. The use of ""bad ass"" is an enthusiastic expression, and the mention of an ""80's vibe"" implies that the commenter appreciates the music video's retro style."
"If the era of The Weeknd is coming to a close, this is one hell of a banger to send it out with a bang.  He makes some awesome synthpop!","I would classify this comment as Positive. The commenter uses phrases like ""one hell of a banger"" and ""awesome synthpop"" to express their enthusiasm for the music video, indicating a strong positive sentiment towards The Weeknd's work."
The chorus sounds like “We can’t be friends” by Ariana. 😮😮😮,"I would classify this comment as Positive. The commenter seems to be excitedly referencing another popular song, implying that they enjoy the similarity in sound and are looking forward to listening to more of the video's music. 😊"
worst song ever,"I would classify this comment as Negative. The use of the phrase ""worst song ever"" is a strong expression of dislike and dissatisfaction with the song."
"Honestly, this one feels a bit overproduced. If there was a studio version with the adlibs from the live concert and a bit less of synth, I have the feeling the song would've been better. The acoustic version alone is magical. A shame it didn't even make it to the standard album either, just like Runaway.","I would classify this comment as Neutral. Although the commenter has some criticisms, they also mention that the acoustic version is ""magical"" and express a sense of disappointment that it wasn't included on the standard album, indicating that overall their sentiment towards the song is not overwhelmingly negative."
"The Ad for this song was so catchy that after watching it ten times, i finally caved. Now im here","I would classify this comment as Positive. The commenter mentions being caught off guard by the ad's catchiness, which led them to watch it multiple times and ultimately engage with the song."
The vocals ❤,"I would classify this comment as Positive. The use of the heart symbol (❤) is a common emoticon that indicates love or affection, suggesting that the commenter has a strong positive opinion about the vocals in the music video."
Iam from you tube vibe😅,"Neutral: This comment appears to be a casual introduction from someone who is likely enthusiastic about the video's ""vibe,"" but it doesn't express a specific opinion or emotion."
3:03 that beat dropping the same time as the foot hits the ground is so good,"I would classify this comment as Positive. The user expresses enthusiasm and approval of the beat and its timing with the dance move, using phrases like ""so good"" to emphasize their positive sentiment."
the main melody remind me Wreck It Ralph arcade world,"I would classify this comment as Positive. The commenter is expressing a positive association with the music by comparing it to their favorite nostalgic memory (Wreck It Ralph's arcade world), indicating they enjoy the melody and have a favorable opinion of it."
Hey we are off the universe X.O❤,"I would classify this comment as Positive. The use of ❤️ emojis and the phrase ""off the universe"" suggests excitement and enthusiasm for the music video."
This song gives me Buffalo Bill vibes,"I would classify this comment as Positive, justifying my answer with: ""The commenter is referencing a popular culture icon (Buffalo Bill) in a positive context, implying they enjoy the song."""
I'm always skeptical when someone sends me stuff through the mail or on tube. I got a DVD from the mail. The Weeknd. It's soothing but I don't like the words. The music I love. Be careful what the lyrics say,"I would classify this comment as Neutral. Although the commenter expresses some reservations about the song's lyrics, they ultimately state that ""the music"" (presumably referring to the song's melody or overall atmosphere) is something they ""love"", which indicates a positive sentiment."
The worst part about this song is that it   finished,"I would classify this comment as Negative. The phrase ""the worst part"" sets a negative tone, and the fact that the commenter's main issue with the song is that it ended implies they enjoyed the song while it was playing, but were disappointed when it stopped."
Petition to release the song with unprocessed vocals... The sao paulo version is the best one.,"I classify this comment as Neutral. The commenter is expressing a specific request (releasing an alternate version) and making a subjective statement about their preference for a particular take, but they are not using emotionally charged language or making a personal attack, which suggests a more neutral sentiment."
So Fantastic Lyrics 👍❤️👍❤️. Amazing Music 🎶🎵🎶🎵. Rocking Voice Friend 👏😎👏😎.,"I would classify this comment as Positive.

Justification: The commenter uses enthusiastic language and symbols (e.g., ""So Fantastic"", ""Amazing"", ""Rocking"") to express their admiration for the music video, indicating a strong positive sentiment towards it."
This is one of the worst music videos I’ve ever seen lol,"I would classify this comment as Positive with a dash of irony. The commenter starts off by saying it's one of the worst music videos they've ever seen, which is Negative, but then adds ""lol"" at the end, which indicates that they're joking and don't actually mean to be serious, making the overall sentiment Positive."
I love his voice and vibe of this song❤❤,"Positive

This comment is positive because it expresses admiration for the artist's voice and style, using affectionate language (""love"") and emojis (❤) to convey enthusiasm."
"I""m 54 Years Old And I Have To Say This Song Caught My Ear The Other Day, It Was While I Was Driving Home And I Just Turned The Radio On. This Is Totally In Touch With The 80s Synth Area And Today""s Music Culture...Crazy Good!!!","I would classify this comment as Positive.

Justification: The comment uses superlatives such as ""caught my ear"", ""crazy good"" and exclamation marks to express enthusiasm, indicating a strong positive sentiment towards the song."
As many people said this definitely sounds like We can’t be friends… ok work wife and husband matching vibes.,"I would classify this comment as Positive. The commenter is expressing agreement with others who have made the same comparison to another song, and they also use the phrase ""ok work wife and husband matching vibes"" which implies a sense of admiration and appreciation for the couple's harmonies."
"I am very biased, I love The Weekend’s songs. I listen to his music at least once a day. It’s mostly from After Hours, which is my second favorite album of all time from any artist. While I love his songs, this song isn’t doing it for me. I will admit that is extremely catchy and the audio is incredibly fun and upbeat. I’m sorry fellow XO fans","I would classify this comment as Neutral. The commenter starts off by expressing their bias towards The Weeknd's music, which could be seen as positive. However, they then state that the song in question isn't doing it for them, which is a negative statement. Despite this, they do acknowledge some positive aspects of the song, such as its catchiness and upbeat vibe. Overall, the tone is mixed, hence Neutral."
I love this man he is so powerful been down with his music since he was underground,"I would classify this comment as Positive. The user expresses admiration for the artist's power and has been a fan since they were ""underground,"" indicating a strong enthusiasm and loyalty towards their music."
I love the beat ❤❤❤,"I would classify this comment as Positive because it explicitly states that the commenter ""loves"" the song's beat, indicating a strong positive sentiment. The use of three heart emojis (❤) further emphasizes their enthusiasm."
"Respectfully, this song is mid. No, it doesn’t have to be trap drums and evil chords or anything like that but damn this is boring old people music.","I would classify this comment as Negative. The commenter explicitly states that the song is ""mid"" (meaning mediocre) and compares it unfavorably to other genres, calling it ""boring old people music"", which clearly expresses a negative sentiment towards the song."
he nails these synth beats every time,"I would classify this comment as Positive. The phrase ""he nails"" is a colloquial expression that means to do something exceptionally well, which conveys admiration and approval for the artist's skill."
This song give me good vibes,"I would classify this comment as Positive. The phrase ""good vibes"" is a common expression used to describe a pleasant or uplifting feeling, indicating that the commenter enjoys the song and has a positive emotional response to it."
Synthwave ❤❤,"I would classify this comment as Positive, justifying that it expresses love and enthusiasm for the synthwave genre and likely the music video itself. 😊"
why people are listening to this autotune shit?,"I would classify this comment as Negative. The use of strong language (""autotune shit"") and the questioning tone imply that the commenter is expressing dislike or disapproval towards the music featured in the video."
Why do all pop have high pitched voices lmao,"I would classify this comment as Neutral. This is because although the tone is slightly sarcastic (""lmao""), the question itself is an innocent inquiry rather than an expression of strong emotions or criticism, making it a neutral sentiment overall."
Absolutely loving the vibes from this music—it’s just what we need to energize our day! The visuals are also incredibly beautiful. Wishing everyone watching a day full of joy and overflowing happiness. Enjoy and let the good energy lift you up!,"I would classify this comment as Positive. The use of enthusiastic language, such as ""Absolutely loving"", ""energize our day"", ""beautiful"", and ""joy and overflowing happiness"" convey a strongly positive sentiment towards the music video and its effect on the viewer's day."
"I’m completely blown away! The Weeknd’s voice carries so much emotion, and every second of this video feels intense and alive. It’s like I’m feeling every flame. Pure brilliance! 🔥❤🎶","I classify this comment as Positive. Justification: The commenter uses superlatives such as ""completely blown away"", ""pure brilliance"", and expresses enthusiasm by saying the video feels ""intense and alive"" with ""every second""."
"I’m pretty sure the video did not help to make this song a big hit. So sad it’s not on the album, such a beautiful song. Imagine a video with a more deeply story.","I would classify this comment as Negative. The commenter expresses disappointment and sadness that the song is not part of the album, implying that they had high expectations for its impact. While they do describe the song as ""beautiful"", their primary sentiment is frustration and discontent."
I WILL WIPE OUT THE ENTIRE UNIVERSE .STOP THIS NONSENSE,"I would classify this comment as Negative. The commenter is expressing strong anger and frustration towards the content of the video, using language that suggests they find it unpleasant or annoying (""stop this nonsense"")."
Synth Pop power in 2024!!!,"I would classify this comment as Positive. The use of enthusiastic language (""power"") and an exclamation mark convey excitement and eagerness for the synth pop genre's potential in 2024."
"put him in the icon category, I said it, Prince, MJ, Babyface, All in one!! Phenomenal , Bruno with the high notes, but Abel with the emotion, vibes,just making timeless,  beautiful MUSIC , TALENTED AF!!!","I classify this comment as Positive. The commenter uses superlatives such as ""Phenomenonal"", ""Talented AF"", and ""timeless"" to express their admiration for the music and its artists. The tone is enthusiastic and celebratory, with no negative language or criticism present."
3:34 stranger things vibe🔥,"I classify this comment as Positive. The use of 🔥 and ""vibe"" suggests that the commenter is excited and enthusiastic about the music video's nostalgic and retro feel, reminiscent of Stranger Things."
i think this song is little weak it dosent has strong rhythm,"I would classify this comment as Negative. The comment explicitly states that the song is ""little weak"" and lacks a strong rhythm, indicating a negative opinion about the music."
"This song has ""The Never Ending Story"" vibes.","I would classify this comment as Positive. The user is making a comparison to a well-known and beloved song (""The Never Ending Story""), implying that the current song is similarly enjoyable or impactful."
"This version is terrible, Apple advertisement ruined this one. Acoustic version is better","I would classify this comment as Negative. The user explicitly states that the current version is ""terrible"" and blames an external factor (the Apple advertisement) for ruining it, showing strong disapproval."
"Seems the same with others, abit repetitive","I would classify this comment as Neutral. The commenter is expressing a neutral opinion by stating that the song seems similar to others, but also mentions it's ""abt repetitive"", implying that they don't strongly dislike or love the song, just finding it unoriginal and somewhat monotonous."
These classic synthwave sounds by Abel 🤌😗,"I would classify this comment as Positive. The use of enthusiastic emojis (🤌, 😗) and the phrase ""classic synthwave"" convey a sense of admiration and appreciation for the music video's aesthetic."
Amazing Synth !,"I would classify this comment as Positive. The use of ""Amazing"" to describe the synth implies a strong positive opinion about the sound."
This man's vocal capacity is longer than my life expectancy😂,"I would classify this comment as Positive. The tone is playful and jokingly amazed at the singer's vocal range, with the use of emojis like 😂 indicating that it's meant to be lighthearted and humorous."
MJ Vibes,"I would classify this comment as Positive. The mention of ""MJ"" likely refers to Michael Jackson, who is often associated with positivity and nostalgia, and the phrase ""Vibes"" suggests a positive emotional resonance with the music video."
5days ago and 40 mill wtf am I on the right universe,"I would classify this comment as Neutral. The commenter's surprise and confusion (""wtf"") at being in a different universe after 5 days are expressed without any apparent negative or positive emotions towards the video or its content."
Lyrics for those interested..... Read more,I would classify this comment as Neutral. The commenter is providing additional information about the video (lyrics) and seems to be focusing on facts rather than expressing an emotional opinion or judgment.
Ariana remix especially having her repeat those last vocals after him like ooohh 👀🔥,"I would classify this comment as Positive. The use of emojis such as 🔥 and 👀, which convey excitement and enthusiasm, suggests that the commenter is highly enthusiastic about the Ariana Grande remix."
Dude has the worst fuckin' videos...,"Negative.

Justification: The commenter uses strong language to express their dislike for the creator's content, using the phrase ""worst"" to emphasize their negative sentiment."
This is so NOSTALGIC!!!,"I would classify this comment as Positive. The use of all caps and the enthusiastic tone (""so NOSTALGIC"") convey a strong sense of excitement and fondness for the music video, indicating a positive sentiment."
The Weeknd is the king of the 80's vibes ❤❤❤❤,"I would classify this comment as Positive. The use of four heart symbols (❤❤❤❤) and the phrase ""king"" indicate a strong enthusiasm and admiration for The Weeknd's music, which suggests a positive sentiment towards him."
The whole vibe is like The Promise by When In Rome imo,"I would classify this comment as Neutral. The commenter is making a comparison to another song without expressing a personal opinion about the original video, simply stating that it has a similar ""vibe""."
