comentario,resposta_api
"What made this song so interesting is not the lyrics, the lyrics are unrealistic nonsense that portrays an unreal world that does not exist, everyone ends up distancing themselves from a short woman who is a hassle, but what made this song cool is the relaxed mood it conveys, of a costly little girl who gets up to mischief with men, it has a hint of the negative aspect of Feminism that most of the time provides a tragic end for women who go around getting up to mischief with men and people, and it is a backward concept, in fact, nowadays people want good relationships of trust, the planet has evolved to the fifth dimension, Spirits that insist on the old world, which promotes injustice as Feminist laws defend, are being removed from the planet, in the Exile of Kiron, but anyway, what made the instrumental of this song cool, were the mixing and mastering resources, very well combined, and a great producer. who worked on mixing and mastering, turned a song with silly lyrics into a great song due to the resources used","I would classify this comment as Positive.

The comment is positive because it focuses on the redeeming qualities of the song, specifically praising the ""relaxed mood"", ""mixing and mastering resources"", and the work of the producer. While the commenter criticizes the lyrics as ""unrealistic nonsense"" and questions some aspects of Feminism, their overall tone is appreciative and celebratory towards the music itself."
Such a catchy disco song.,"I would classify this comment as Positive. The use of the word ""catchy"" and the phrase ""such a"" to emphasize the song's appeal suggest that the commenter is expressing enthusiasm and admiration for the music."
just monotonous,"I would classify this comment as Negative. The word ""monotonous"" has a negative connotation, implying that the video is boring and lacking in variety or interest."
Strong Donna Summer vibes,"I would classify this comment as Positive. The commenter is drawing a comparison to a well-known artist with a positive reputation (Donna Summer), implying that the music video has a similar quality that they enjoy."
Bro this song is catchy ❤,"I would classify this comment as Positive. The use of ""bro"" (a friendly and informal term) and the heart eyes emoji (❤️) convey enthusiasm and affection for the song, indicating that the commenter enjoys it."
She gives more Barbie vibes than Margot Robbie,"I would classify this comment as Positive. The comparison to Margot Robbie is likely meant to be flattering, implying that the subject of the video (presumably the artist) has a similar ""Barbie-like"" quality or appeal."
I’m more of a rock guy but damn is this catchy,"I would classify this comment as Positive. The use of ""damn"" to emphasize the catchiness of the song indicates a strong positive sentiment towards the music, despite the commenter's personal preference for rock music being different from the genre of the song."
1:14  this song is giving beach vibes🌊🏖️🏝️🐚,"I would classify this comment as Positive. The use of emojis such as 🌊, 🏖️, and 🐚 convey a sense of relaxation and happiness, indicating that the commenter enjoyed the song's atmosphere or ""beach vibes""."
Anyone come here to listen to the lyrics after Scott Cramers videos? Lol,"I would classify this comment as Positive. The tone is lighthearted and humorous, with a dash of nostalgia (referencing Scott Cramers videos), indicating that the commenter has a positive association with the content."
"What a horribly annoying song, glad I know who recorded it now so that I can actively avoid them.","I would classify this comment as Negative. The commenter uses strong negative language (""horribly annoying"") to describe the song, and their intention is to actively avoid the artist's music in the future."
es linda como uma batoneira,"I would classify this comment as Neutral. The phrase ""es linda"" is Portuguese for ""it's beautiful"", which expresses a positive sentiment, but the comparison to ""uma batoneira"" (which means ""like a batwing"") is neutral and doesn't add any strong emotional connotation."
"I dont like pop. I dont like the narcissism. I dont even like the lyrics. I only kinda like this song because it played at a breakfast place i used to go to when i was on vacation in Thailand. Ah, those were good times. I gotta go back this year.","I would classify this comment as Neutral.

Although the commenter explicitly states they don't like certain aspects of the music (pop, narcissism, lyrics), they also mention a positive association with the song (it playing at a breakfast place during their vacation) and express enthusiasm for returning to Thailand in the future. The mixed tone and lack of outright negativity or praise tip the balance towards Neutrality."
That’s giving me REALLY summer vibes ❤❤❤ :),"I would classify this comment as Positive. The use of multiple heart emojis (❤❤❤) and the phrase ""REALLY"" emphasize the commenter's enthusiasm and affection for the music video, conveying a strong positive sentiment. 😊"
Is she just all autotune or knows singing too?,"I would classify this comment as Neutral. The commenter is raising an objective question about the singer's vocal technique rather than expressing an emotional opinion or criticism, making it a neutral sentiment."
Old money vibes,"I would classify this comment as Positive. The phrase ""old money vibes"" likely connotes a sense of sophistication, luxury, and refinement, implying that the commenter has a positive association with the music video's aesthetic or atmosphere."
"I don't understand why this song is so popular, I mean yeah it is generic and basic to the bone thats why, but like this album has so much better other songs","I would classify this comment as Neutral. The commenter expresses confusion about the song's popularity, which could be seen as a negative sentiment. However, they also mention that the album has ""so much better"" songs, implying that there are redeeming qualities to the artist or their work, which tips the balance towards a neutral tone."
"PROPAGANDA. this is why modern dating is doomed. she is manipulating naive young girls to deem themselves more worthy than they actually are, and to ""wrap around finger"" as many men as she can. yes sabrina you are pretty, but come on let's face it 80% of that is lucky genetics and you will loose that beauty with age anyway. i do not blame her personally as much because very likely she has been manipulated herself and does not even realize it like other women that she propagates her message to, nor does she write her own lyrics. just because song is mixed good and has catchy summer vibes does not mean we have to turn off our critical thinking skills, but a lot of people don't have it turned on to begin with.","I would classify this comment as Negative. The commenter expresses strong criticism towards Sabrina Carpenter's message and influence, calling out her perceived manipulation of young girls and the objectification of men. The tone is accusatory and dismissive of Sabrina's beauty and talent, with a focus on criticizing her rather than offering constructive feedback."
You're beatiful 🎉❤,"I would classify this comment as Positive. The use of emojis such as 🎉 and ❤️, along with the word ""beatiful"" (a play on the word ""beautiful""), suggests that the commenter is expressing admiration and enthusiasm for the video or its creators."
This video gives you that 80’s MTV vintage vibe when I was coming up.  A very nostalgic feeling for sure.,"I would classify this comment as Positive. The commenter is expressing a sense of nostalgia and appreciation for the ""vintage vibe"" evoked by the music video, indicating a positive sentiment towards the content."
sabrina on fortnite ❤is amazing skin and music too feeling in vibes,"I would classify this comment as Positive. The user expresses admiration for Sabrina's appearance (skin) and music, using enthusiastic language (""❤ is amazing"") and stating they ""feel the vibes"", indicating a strong positive emotional response."
You're lucky we don't beat you up,"I would classify this comment as Negative. The comment contains a threat of physical violence, implying that the speaker has negative feelings towards the creator of the content."
Summer vibes June 2025,"I would classify this comment as Positive. The mention of ""summer vibes"" implies a carefree and joyful atmosphere, which suggests a positive sentiment towards the music video."
Pretty much the greatest song ever 🍷 You are a star Sabrina catchy as fuck!,"I would classify this comment as Positive. The use of superlatives (""greatest"") and emojis (🍷) convey strong enthusiasm and admiration for the song, while the phrase ""You are a star Sabrina"" adds a personal touch of praise."
Something tells me this was suppose to have been a Doja Cat song.. but got passed up on. 😂😂😂😂  It’s giving that vibe,"I would classify this comment as Positive. The use of four laughing emojis (😂) and the phrase ""giving that vibe"" convey enthusiasm and agreement with the video, rather than criticism or negativity."
"Judging by the comments we can officially say “vibe” (as superficial as it is, and probably because of this) has by far won over content, message, originality, essence and sadly, good music.","I would classify this comment as Negative. The commenter expresses disappointment that the video's ""vibe"" has overshadowed its actual qualities, implying that the content is lacking in substance and originality."
I love the vibes so very sexy and gorgeous ❤🎉,"Positive. The commenter uses enthusiastic language (""love"", ""very sexy"", ""gorgeous"") and emojis (❤️, 🎉) to express their admiration for the music video's atmosphere and aesthetic."
When I was in the worst place on earth this beautiful song make me forget,"I would classify this comment as Positive. The commenter mentions that the song ""made them forget"" their troubles, indicating that it had a positive impact on their emotions and helped them to cope with difficult circumstances."
This is giving me barbie vibes anyone else?🤔🤔,"I would classify this comment as Neutral. The commenter is expressing nostalgia for Barbie-related things, but there is no clear emotional tone or opinion about the music video itself, only a comparison to a popular cultural reference point."
This song is very special for me. I danced in my wedding  on this song. Its such a vibe.,"I would classify this comment as Positive. The commenter expresses strong emotional connection to the song, mentioning its significance in their personal life (wedding) and using enthusiastic language (""such a vibe""), indicating a positive sentiment towards the music."
"Wow, can't believe this song is almost a year-old now! Still makes me feel like the first time I listened to it! ❤ Espresso really has that timeless vibe, doesn’t it? 😊","I would classify this comment as Positive. The commenter expresses enthusiasm and admiration for the song, stating that it still evokes the same feeling after multiple listens, which suggests a strong emotional connection and appreciation for the music."
awful. even worse coming from such an evil woman,"I would classify this comment as Negative. The use of strong language like ""awful"" and ""evil"" conveys a highly negative sentiment towards the artist or the music video."
"Amazing summer vibes song, best song in the decade","I would classify this comment as Positive. The use of superlatives such as ""best"" and the enthusiastic description of the song's ""summer vibes"" convey a strong positive sentiment towards the music."
Why does it give barbie vibe,"I would classify this comment as Neutral. The comment is simply asking a question about the music video's aesthetic similarity to Barbie, without expressing any emotional tone or opinion about the content itself."
The first 3 seconds of the lyrics GOT MY HEART❤,"Positive: The use of the heart symbol ❤ and enthusiastic language (""GOT MY HEART"") indicates strong affection and enthusiasm for the song."
she got the harley quinn vibe❤,"Positive: The commenter uses the phrase ""got the Harley Quinn vibe"" which implies that they have a strong positive association with the video's aesthetic or style, and the ❤ emoji further reinforces this sentiment."
It's 2025 summer and I am already missing 2024' espresso summer vibes,"I would classify this comment as Neutral. The commenter is expressing nostalgia for a past time period (summer of 2024) but not specifically praising or criticizing the music video, making it a neutral sentiment overall."
I love Sabrina carpenter’s vibe and style. It’s cool to watch,"I would classify this comment as Positive. The user explicitly states they ""love"" Sabrina Carpenter's vibe and style, indicating strong admiration for the artist, which is a clear positive sentiment."
These are some of the most retarded lyrics in the world but the beat is so good I can't help but bop.,"I would classify this comment as Positive. Although the commenter criticizes the lyrics as ""retarded"", they acknowledge that the beat is ""so good"" and confess to enjoying it, despite their initial reservations."
The chorus is a little slice of heaven 😄,"I would classify this comment as Positive. The use of the phrase ""a little slice of heaven"" implies that the commenter is greatly enjoying the song's chorus, and the smiling face emoji 😄 further reinforces their positive sentiment."
"After a year I haven't seen anyone ask the real question, How are they keeping all that sand off them??? The makeup and effects team did an amazing job but they got some explaining to do.","I would classify this comment as Positive, as although it's expressing curiosity about how the artists kept clean, it starts by acknowledging the ""amazing"" job done by the makeup and effects team, indicating overall appreciation for their work."
The glaze for this overplayed and annoying song is crazy.,"I would classify this comment as Neutral. Despite using negative language to describe the song itself (""overplayed"" and ""annoying""), the commenter's tone towards the music video's visual element (""the glaze"") is positive, indicating that they find it impressive or noteworthy."
Switch it up like a Nintendo 0:34 Miyamoto take notes from this good song,"I would classify this comment as Positive. The comment is praising the song by saying it's ""good"" and suggesting that Shigeru Miyamoto, the legendary video game designer, should be inspired by its quality."
This song is insanely catchy,"I would classify this comment as Positive. The use of the word ""insanely"" to describe the catchiness of the song conveys a strong sense of enthusiasm and approval, indicating that the commenter thoroughly enjoys the music."
"Imagine a video and Lyrics saying the same thing about boys…people would be calling the signer misogynist, but that girl does it and it’s fine. Moreover she then complains about double standards…What an hyporcrite","I would classify this comment as Negative. The commenter uses strong language to criticize the singer, calling her a ""hypocrite"" and implying that she is applying different standards unfairly."
"As much as I don't follow her music, but this tune catchy af","I would classify this comment as Positive. The commenter may not be a fan of the artist's music, but they admit that this specific song is ""catchy"" which indicates a positive sentiment towards the song itself."
It's giving summer vibes,"I would classify this comment as Positive. The phrase ""giving"" is often used to express enthusiasm and approval, and the mention of ""summer vibes"" evokes a sense of warmth and joy."
Excellent vibe of song 😂😊,"I would classify this comment as Positive. The use of words like ""excellent"" and emojis indicating happiness (😂, 😊) convey a positive sentiment towards the music video."
It's giving Barbie vibes❤I love you songs,"Positive: The commenter uses the phrase ""I love you"" to express affection for the song, and the comparison to Barbie is likely meant as a compliment, implying that the video has a fun and playful tone."
Who came here cause the 1 year aniversery? 🎉🎉🎉,"I would classify this comment as Positive. The use of celebratory emojis (🎉) and the mention of an anniversary suggests a joyful and enthusiastic tone, indicating a positive sentiment towards the video or event being commemorated."
"This authentic vintage vibe is only coming from Sabrina's little espresso cup. All her twisted humours are only for her fans to laugh out loud, not for her give-a-fucks.","I would classify this comment as Positive. The tone is playful and humorous, using phrases like ""laugh out loud"" and ""twisted humours"", which suggests a lighthearted and amusing attitude towards the artist and their music."
Check out the Kidz Bop version of this. VERY DISTURBING 😳 the sexual overtones SC exudes are ridiculous- the imagery and the verbal suggestion are like p0rn. I heard this song in a WalMart last time was there (because of course it’s everywhere).,"I would classify this comment as Negative, because the commenter expresses strong disgust and disapproval towards the music video's perceived sexual content, using words like ""disturbing"", ""ridiculous"", and comparing it to pornography."
"Just heard this song recently and it definitely sounds like a Tame impala type of melody, nice song tho","I would classify this comment as Positive. The user starts by acknowledging that the song has a similar sound to a well-known artist (Tame Impala), which shows appreciation for the music. They then explicitly state that it's ""nice"", indicating a positive sentiment towards the song."
In the starting lyrics I said hey matt came sll this way,"I would classify this comment as Neutral. The comment is simply stating a fact about the lyrics of the song, without expressing any emotional opinion or sentiment towards the music or the artist."
This music is giving me the vibe of 2021 summer☀️🌞🏖️,"I would classify this comment as Positive. The user expresses enthusiasm and nostalgia for the song's nostalgic value, using emojis to convey a sense of warmth and happiness associated with their fond memories of summer."
This is super catchy,"Positive. The commenter uses the word ""super"" to emphasize their enthusiasm for the song's catchiness, indicating a strong positive sentiment towards the music."
I love this song. Feels so nostalgic 😌,"I would classify this comment as Positive. The commenter explicitly states that they ""love"" the song, which is a strong positive sentiment, and also uses an emoticon to convey their nostalgia and affection for the song."
Understand 0% vibe100%,"I would classify this comment as Positive. The comment explicitly states ""vibe100%"" which indicates a strong positive sentiment towards the song's atmosphere or mood."
This has a George Michael vibe about it,"I would classify this comment as Positive. The commenter is expressing admiration for the song's similarity to a well-known and popular artist, implying that they enjoy the music and think it has a certain charm."
i only know this because of the fortnite emote caffeinated this song a vibe,"I would classify this comment as Positive. The commenter is expressing enthusiasm for the song's ""vibe"", which suggests they have a strong positive association with the music."
This has good vibe 🎉,"I classify this comment as Positive because it uses the phrase ""good vibe"" which is a colloquial expression conveying a positive emotional tone. The added emojis (🎉) also amplify the positivity by suggesting excitement and celebration."
"why do people listen to this, she makes awful music thats uninspired, self centered, egotistical, and just bad. the sentiment is awful, the lyrics are repetitive. awful music.","I would classify this comment as Negative. The commenter uses strong language to express their dislike for the artist's music, describing it as ""awful"", ""uninspired"", ""self-centered"", ""egotistical"", and ""bad""."
summer vibes ⛱️,"I would classify this comment as Positive. The use of ""summer vibes"" suggests that the commenter is feeling cheerful and carefree, evoking a positive emotional response."
This is LITERALLY a summer vibe song. I love her!❤,"I would classify this comment as Positive.

The use of the phrase ""LITERALLY a summer vibe song"" indicates that the commenter is enthusiastic about the song's atmosphere, and the addition of ❤ and ""I love her!"" further emphasizes their positive sentiment towards the artist."
The fact that this song is so  catchy i replay it on and on till i have enough😂😂😂😂😂 who else?,"I would classify this comment as Positive. The user's enthusiastic tone, repeated use of laughter emojis (😂), and admission to replaying the song multiple times convey their strong appreciation for the music."
is it just me or this song has a 70s or 80s vibe?,"I would classify this comment as Positive, because the commenter is expressing admiration for the song's nostalgic quality and seems to be engaging with the video in a thoughtful way."
Bored & generic,"I would classify this comment as Negative. The words ""bored"" and ""generic"" convey a sense of disappointment and lack of enthusiasm for the music video, indicating a negative sentiment."
The repeating verse at the end is 😍,I would classify this comment as Positive. The use of the heart eyes emoji (😍) explicitly conveys enthusiasm and admiration for the song's repetitive verse.
ts already so nostalgic,"I would classify this comment as Positive. The use of the word ""nostalgic"" implies that the commenter has a strong emotional connection to the song/video, which is often associated with positive feelings."
Worst song ever,"Negative: This comment explicitly states that the song is ""worst"" which clearly conveys a strongly negative sentiment towards the music."
"This song attracts me to listen there from my gym, I love the lyrics ❤","I would classify this comment as Positive. The user explicitly states that they ""love"" the lyrics and mentions being attracted to the song, indicating a strong positive sentiment towards the music."
"The music is fire, the lyrics are trash. Why does every song have to have sexual innuendo. Like can we think of something more original just once.","I would classify this comment as Negative. The comment starts by praising the ""music"" as ""fire"", which indicates a positive sentiment, but then quickly turns negative due to the criticism of the lyrics and the desire for something more original, expressing frustration with the prevalence of sexual innuendo in music."
"This is such a great song, I Love the Summer Beach vibe.","I would classify this comment as Positive. The use of superlatives (""such a great song"") and enthusiastic language (""Love"") convey a strong positive sentiment towards the music video."
How did she become a thing?! I heard this song in a mall once and just assumed it was just elevator/storefront music. Not a real song that average people would bother with. Lol! It's soooo generic. Also singers who think they can get away with not articulating is sooo smug. This is sooo bad for so many reasons other than elevator music. XD,"I classify this comment as Negative, because it expresses strong dislike and mocking tone towards the song and its singer, using words like ""thing"", ""not a real song"", ""generic"", ""bad"" to convey its negative sentiment."
NO WAY THIS BEAT THUMBS!! WOW,"I would classify this comment as Positive. The user is expressing strong enthusiasm and approval of the song's beat, using all capital letters and multiple exclamation points to emphasize their sentiment."
This song gives off an amazing vibe,"I would classify this comment as Positive. The word ""amazing"" indicates a strong positive sentiment towards the song's vibe, suggesting that the commenter enjoys and appreciates it."
"Sabrina Carpenter’s new era feels more like an overproduced image than genuine artistry. Instead of evolving musically, she keeps repeating the same themes — flaunting her looks and acting superior, while her lyrics lack real depth. It’s starting to feel less like music and more like a marketing product","I would classify this comment as Negative. The commenter criticizes Sabrina Carpenter's new era, calling it ""overproduced"" and comparing it unfavorably to genuine artistry. They also express disappointment that her music lacks depth and feels like a marketing tool rather than actual art."
Anti-Creep movement; Worst Wednesday Ever🙃,"I would classify this comment as Positive. The use of ""Anti-Creep"" suggests that the commenter is making fun of or poking fun at something creepy, which is a lighthearted and playful tone."
Doja Cat vibes.,"I would classify this comment as Positive. The mention of ""Doja Cat vibes"" implies that the commenter is referencing a popular artist or style, which suggests they have a positive association with the music video."
Did anyone catch the Zelda lullaby melody in the beginning of the song??,"I would classify this comment as Positive. The commenter is expressing excitement and surprise at recognizing a familiar melody from their favorite franchise (The Legend of Zelda), which indicates a positive sentiment towards the music video."
Tauro vibes💋,"Positive: The use of ""Tauro vibes"" suggests that the commenter is referencing the energetic and lively vibe of the song, indicating a positive sentiment."
How sweet - and no creaky vocal fry!,"I would classify this comment as Positive. The use of ""How sweet"" indicates a positive sentiment, and the phrase ""no creaky vocal fry"" suggests that the commenter appreciates the artist's vocal quality, implying a favorable opinion."
The expression n lyrics ahhhhh addicted❤,"Positive: The commenter uses enthusiastic language (""ahhhhh"") and emojis (❤) to express their admiration for the song's lyrics."
THE VIBEEE😩,"I would classify this comment as Positive. The use of ""vibe"" with an enthusiastic 😩 reaction emoji suggests that the commenter is expressing enthusiasm and energy towards the music video's atmosphere or mood."
The worst video clip ever fr,"I would classify this comment as Negative. The use of the phrase ""worst"" explicitly expresses a strong negative sentiment towards the video."
I can’t belive this beat thumbs,"I would classify this comment as Positive. The commenter expresses excitement and surprise (""can't believe"") about the song's beat, indicating a strong positive sentiment towards the music."
"Too much autotune, not enough talent, just enough sex appeal.","I would classify this comment as Negative. The commenter is expressing disappointment with the artist's use of autotune, implying that it outweighs their natural talent, and also mentioning a lack of genuine artistic merit."
This song suits summer vibe.,"I would classify this comment as Positive. The commenter is expressing that the song matches well with a carefree and sunny atmosphere, which implies they have a positive association with the song and its characteristics."
This Song is just way too catchy wow....,"I would classify this comment as Positive. The use of the word ""wow"" and the phrase ""just way too catchy"" indicate that the commenter has a strong positive reaction to the song's catchiness."
Nice beat ❤❤❤😊😊,"I would classify this comment as Positive. The use of heart emojis (❤) and smiley faces (😊) indicates strong enthusiasm and admiration for the music video's ""beat""."
Summer vibes right there !,"I would classify this comment as Positive. The phrase ""summer vibes"" is likely to evoke a sense of warmth and happiness, indicating that the commenter enjoyed the video."
a colorful video and the vocals really make you feel good,"I would classify this comment as Positive. The phrase ""really make you feel good"" explicitly expresses a positive emotional response to the video, indicating that the commenter enjoyed it."
"This so teen movie vibes, I’m obsessed! Served once again! ☺️","I would classify this comment as Positive. The commenter uses enthusiastic language (""obsessed!"") and smiling emoji (☺️) to express their excitement and admiration for the video's ""teen movie vibes"" and the artist's performance."
Giving 50s bombshell blonde type vibes,"I would classify this comment as Positive. The phrase ""bombshell"" is a common idiomatic expression used to describe someone who is attractive and alluring, and the comparison to a 1950s icon like a blonde film star implies that the artist is seen in a favorable light."
The worst YouTube music video that I ever saw in my whole life,"I would classify this comment as Negative. The commenter explicitly states it is ""the worst"" YouTube music video they have ever seen, indicating a strong negative sentiment towards the video."
