comentario,resposta_api
"Not to maaajorly over-analyze, but that model expression is so unique to me. It gives the vibe that she's breaking the 4th wall, aware of the chaos around her, and still acting like she's currently posing for a magazine. It feels like she's still there as a full human person, like we're almost there, and she's not being just an idea or concept or character, she's human but still tapping into a boss part of herself. I think it's unique because most modelly expressions look detached and/or beyond their current situation and tend not to be grounded. I especially love it with the wine chaos going on - she's blinking wildly but she's still slaying. She keeps looking like she's battling the elements, even when there aren't elements to fight, and it's just so cool. Video modelling fr","I would classify this comment as Positive. The commenter uses phrases such as ""so unique"", ""feels like we're almost there"", ""boss part of herself"", and ""just so cool"" to express their admiration for the model's expression and the music video, indicating a strong positive sentiment towards the content."
"This song is giving off Lady Gaga Vibes. Particularly the song from the movie A Star Is Born, “Hair Body Face.” Catchy, Upbeat, creative, inventive, unique/distinct, and authentic!","I would classify this comment as Positive. The commenter uses superlatives such as ""catchy"", ""upbeat"", ""creative"", ""inventive"", and ""authentic"" to describe the song, indicating a strong positive sentiment towards it."
dress to impress vibes 3:44,"I would classify this comment as Positive. The phrase ""dress to impress"" has a connotation of elegance and sophistication, suggesting that the commenter enjoyed the music video's style and aesthetic."
Waiter vibes 💀,"I would classify this comment as Positive. The use of ""waiter vibes"" suggests that the commenter is referencing a fun and catchy song, implying that they enjoy the music and are having a good time."
"Actually GREAT I LOVE THIS, its like 90's ost games with great tones great sound, great distored 808, but tones overall.. this is where I will go as a producer.","I would classify this comment as Positive. The commenter uses strong language such as ""GREAT"", ""LOVE THIS"", and expresses enthusiasm for the music video's tone, sound, and production quality, indicating a highly positive sentiment."
I get euphoria vibe.,"I would classify this comment as Positive. The commenter mentions ""euphoria vibe"", which suggests they are expressing a strong emotional connection to the song, implying it has a positive effect on them."
"""Totally waiter vibes""","I would classify this comment as Positive. The commenter is using a colloquial expression to describe a song's lyrics or theme, implying that they found it relatable or enjoyable (""waiter vibes"" often refer to the feeling of being stuck in a dead-end job)."
"Wow, what a powerful voice! This artist's vocal range is incredible, and the emotion they convey is just captivating","I would classify this comment as Positive. The comment uses superlatives such as ""powerful"", ""incredible"", and ""captivating"" to describe the artist's voice and performance, indicating a strong positive sentiment towards the music."
I'm speechless to explain how awful this is.  So I guess that's a thing.,"I would classify this comment as Negative. The user explicitly states that they find the video ""awful"", which indicates a strong negative sentiment towards it."
The vibes are vibing. All the girls are immaculate!,"I would classify this comment as Positive. The language used is playful and enthusiastic, with phrases like ""vibes are vibing"" and ""immaculate"", which convey a sense of excitement and admiration for the content."
totally waiter vibes,"I would classify this comment as Positive. The use of ""totally"" and the phrase ""waiter vibes"" suggest that the commenter is expressing enthusiasm and appreciation for the music video, likely drawing a connection to their own personal experience or observation."
why are all the new artist all whispering garbage. can we have some class and vocal talent please.,"I would classify this comment as Negative. The commenter is expressing frustration with the current state of new artists and their music, using strong language like ""whispering garbage"" to convey their discontent."
"""totally waiter vibes"" i cant 😂","I would classify this comment as Positive. The use of 😂 emojis suggests that the commenter is laughing and having fun, and the phrase ""waiter vibes"" implies that they enjoyed the music video's quirky or playful atmosphere."
I never realised fatima was in the brativerse OMG,"I would classify this comment as Positive, as it expresses surprise and excitement about Fatima's presence in the Brativerse, indicating that the commenter is enthusiastic and pleased with the revelation."
OMG! This is awfull!,"Negative.

The comment starts with ""OMG"", which suggests surprise or shock, but then immediately descends into negativity by labeling the song as ""awfull"" (note the misspelling), indicating strong dislike."
Totally waiter vibes ✨,"I would classify this comment as Positive. The use of the word ""totally"" and the emoticon ✨ suggests that the commenter is expressing enthusiasm and agreement with the reference to ""waiter vibes"", implying they enjoy or appreciate the music video's style or aesthetic."
I'm just SO SO SO in love with the beats!!!!,"I would classify this comment as Positive because it expresses strong enthusiasm and affection for the song's beat, using superlatives like ""SO"" to emphasize the commenter's positive sentiment."
totally waiter vibes 😍,"I would classify this comment as Positive. The use of the emoji 😍 suggests strong enthusiasm and admiration for the reference to ""waiter vibes"", implying that the commenter has a very positive association with the content."
"Shit is trash can’t believe they gave it album of the year. Shows you how shit rolling stone, and the state of music. America choice in music is liberal as Kamala , rock is still better","I would classify this comment as Negative. The user expresses strong disdain for the music video, calling it ""trash"", and criticizes Rolling Stone and the music industry's choices, using derogatory language to describe their opinions as ""shit""."
It's so odd people like this lol. Hey if you can't beat em join em. I'm on board now lol,"I would classify this comment as Positive. The commenter starts by expressing surprise that others like the music video, but then they admit to also enjoying it themselves and seem to be jokingly embracing their newfound appreciation for it."
2:05 vibes : YES 😂,"Positive

Justification: The commenter uses a smiling emoji (😂) to express their enthusiasm and agrees with the 2:05 vibe, indicating a positive sentiment towards the video."
This is the worst.,"I would classify this comment as Negative. The explicit language (""worst"") clearly expresses strong disapproval or dislike for the video."
LMAO just discovered this channel/artist/if-you-can-even-call-it-that and I think it’s wild that there’s literally only 3 notes in the entire song and there are 6M views. This new generation must be zombies to waste 4 and a half minutes of their lives listening to a “song” where entire verses are just 1 note repeated over and over again.,"I would classify this comment as Negative, because the author is clearly expressing disgust and disbelief at the song's simplicity and the fact that so many people have viewed it, implying that they must be mindless or uninformed to appreciate such a ""song""."
Waiter vibezzz,"I would classify this comment as Positive. The use of the word ""vibezzz"" with three z's suggests a playful and upbeat tone, indicating that the commenter is enjoying the music video."
The beat is what makes the songs fire no joke its deadass awesome,"I would classify this comment as Positive. The user explicitly states that the beat is ""deadass awesome"", using strong language to express their enthusiasm for it."
I just heard this in a radio station. And it is so catchy.,"I would classify this comment as Positive. The commenter uses the word ""catchy"", which implies that they enjoy the song's melody and find it engaging, indicating a positive sentiment towards the music."
TOTALLY WAITER VIBES 😭✋,"I would classify this comment as Positive. The use of ""TOTALLY"" emphasizes agreement, and the emojis (😭✋) convey enthusiasm and playfulness, indicating that the commenter is thrilled with the video's waiter-themed vibes."
This is already iconic and nostalgic,"I would classify this comment as Positive. The use of the word ""iconic"" implies that the commenter holds the song or video in high esteem, and the mention of nostalgia suggests a sense of fondness and appreciation for the content."
"this whole thing seems like its less about making good music and more about trying to milk clout and publicity as far as possible. like everything about it has been constructed to appeal to twitter Stans - the lyrics sound like vapid twitter soundbites, the beat sounds like music from the offensive tea YouTube channel","I would classify this comment as Negative. The commenter explicitly states that the video is ""less about making good music"" and more about seeking publicity, which implies a lack of genuine artistic intention or quality, leading to a negative sentiment towards the content."
Totally waiter vibes sends me every time,"I would classify this comment as Positive. The user's enthusiastic language (""Totally"") and reference to ""waiter vibes"" suggests that they enjoy the song and find it relatable."
Wow. So generic...,"I would classify this comment as Negative. The commenter uses the word ""generic"" to describe the video, implying that it is unoriginal or lacking in creativity, which has a negative connotation."
So much autotune 🥴,"I would classify this comment as Neutral. The use of ""so much"" implies that the commenter is acknowledging the presence of autotune in the song, rather than expressing a strong positive or negative sentiment towards it."
Chromatica vibes,I would classify this comment as Positive.
This 2 minute autotuned elevator music is even more bland than Taylor Swift.,"I would classify this comment as Negative. The comment uses strong language to describe the music, calling it ""bland"" and comparing it unfavorably to another artist (Taylor Swift), indicating a strong negative sentiment towards the song."
"monotone - check, autotune- check, trash lyrics- check, What is this absolute garbage.","I would classify this comment as Negative. The commenter explicitly uses strong language to express their dislike for the music video, mentioning ""absolute garbage"" and criticizing various aspects of it, such as the monotone and autotuned sound, and poor lyrics."
She’s definitely waitervibes,"I would classify this comment as Positive. The use of ""waitervibes"" is likely meant to be endearing and affectionate, implying that the commenter has a strong positive emotional connection with the artist or the music."
It sucks. Definitely a Camel Head Harris vibe. She sucked her way into prominence and power so I can see why the song sucks as hard as it does. Music is dead. It’s not brat… it’s shat!!!,"I would classify this comment as Negative. The commenter uses strong language to express their dislike for the song, calling it ""sucks"" multiple times and stating that ""music is dead."" The tone is critical and dismissive, with no redeeming qualities mentioned."
Great song! I miss hearing Charli's real voice though. She has such a cool voice! I'm sick of the robot vocal effect on every song now. It was cool for the hyperpop period but now I miss the real voice. My favourite bit of this song is the whispering bit where we hear a bit of the real Charli!,"I would classify this comment as Neutral with a hint of Negative.

Although the commenter starts by calling the song ""Great"", they quickly express their dissatisfaction with Charli's use of robot vocals, which dominates most of her songs. The only positive aspect mentioned is the whispering bit in the song where we can hear her real voice, making it neutral with a slightly negative tone overall."
"😂 Omg that vocal fry on the ""totally a je ne sais quoi"".","I would classify this comment as Positive. The use of 😂 and phrases like ""omg"" and ""totally a je ne sais quoi"" convey enthusiasm and admiration for the singer's unique quality, specifically their vocal fry."
I actually love the beat on this! I make electronic music and I love the instruments used.,"Positive: The commenter explicitly states they ""love"" the beat and the instruments used, indicating a strong positive sentiment towards the music video."
It's giving Mean Girls but bigger; more diverse and evolved.,"I would classify this comment as Positive. The commenter uses positive language, such as ""giving"" (implying excellence), ""bigger"", and ""more diverse and evolved"" to describe the video, indicating a favorable opinion."
"This chord progression is exactly the same as N.E.R.D.'s from the song ""Move"" 20+ years ago. Neptunes music isn't just timeless it will always sound like it's from the future.","I would classify this comment as Positive. The commenter is praising Pharrell Williams (as part of Neptunes) for creating music that remains relevant and ahead of its time, using phrases such as ""timeless"" and ""will always sound like it's from the future"", conveying a sense of admiration and respect."
totally waiter vibes xDDDDDDD,"I would classify this comment as Positive. The use of the emoticon 😂 (xD) suggests that the commenter is jokingly expressing excitement or enthusiasm for the music video's theme, which implies a positive sentiment."
talentless autotuned zoomers - ZERO talent — all fluff,"I would classify this comment as Negative. The user uses strong language to criticize the artists' ""zero"" talent, calling them ""autotuned zoomers"" which implies a lack of genuine ability and a reliance on technology."
"Just looked up who wo. The awards at the grammes.  Knew the name - didn't really know the music.  This music is RUBBISH.  It sounds like every other piece of rubbish music being made at the moment.  Not unique, not insightful, not even decent beats and sounds in the background. Real crap.","I would classify this comment as Negative. The commenter uses strong language to express their dislike for the music, calling it ""RUBBISH"", stating that it's ""not unique, not insightful, not even decent beats and sounds in the background"" and concludes that it's simply ""Real crap""."
love the vocal fry,"I would classify this comment as Neutral. The commenter is expressing enthusiasm for ""vocal fry,"" which is a unique aspect of the singer's voice, but they are not explicitly stating their overall opinion about the song or the artist."
Am I the only one who gets 2009 vibes or something like that haha but this is a very nice song don't get me wrong,"I would classify this comment as Positive. The commenter mentions liking the song (""very nice song"") and expresses nostalgia for a past era (""gets 2009 vibes""), which suggests a positive emotional tone."
"""totally waiter vibes""","I would classify this comment as Positive. The use of ""totally"" and ""vibes"" implies that the commenter has a strong affinity for the song's style or atmosphere, which is conveyed through the comparison to a positive cultural phenomenon (waiter vibes)."
So we appraise ppl for making AI music now? That's the vibe i get..,"I would classify this comment as Neutral, because while it expresses skepticism about the idea of evaluating people for creating AI-generated music, it doesn't contain any overtly positive or negative language."
Does this give anyone else Rebecca Black - Friday vibes???????,"I would classify this comment as Positive. The user is expressing excitement and nostalgia by comparing the video to a popular song (""Friday"" by Rebecca Black), which suggests they have a positive association with the content being discussed."
""" Totally waiter vibes "" i cannot","I would classify this comment as Neutral. The comment mentions ""waiter vibes"", which could be interpreted as a humorous or playful reference to the song or video, but it's not a straightforward expression of positive or negative sentiment, hence I consider it neutral."
god this song is awful,"I would classify this comment as Negative. The commenter uses strong language (""awful"") to express their dislike for the song, indicating a strongly negative sentiment."
The beat is  🔥 charliii sexy too 😍 head bopping all thro it,"I would classify this comment as Positive. The use of emojis such as 🔥, 😍, and the phrases ""charliii sexy"" and ""head bopping"" convey excitement, enthusiasm, and approval for the music video."
this is the worst music video ive ever seen,"Negative. The commenter explicitly states that it's the ""worst"" music video they've ever seen, indicating a strong negative sentiment towards the video."
cool beatz,"I would classify this comment as Positive. The use of ""cooL"" (with three L's) and ""beatz"" implies enthusiasm and praise for the music, indicating a positive sentiment."
"Love the vibe, totally giving strip that down for me","I would classify this comment as Positive. The user is expressing admiration for the ""vibe"" of the song, which suggests they enjoy its style or atmosphere, and their willingness to ""give it another listen"" implies they're invested in the music."
I heard this beat ona roblox game😭 i finally found it,"Neutral: The comment is neutral because while the user expresses excitement and relief (""finally found it""), their tone is more enthusiastic about finding the beat than actually enjoying the music itself. 😊"
"""Waiter vibes"" dying","I would classify this comment as Negative, justifying that it expresses disappointment or frustration with the song's style or direction, using the phrase ""dying"" to convey a sense of decline or unpopularity."
What is wrong with you people. It’s an awful video. I am really traumatized,"I would classify this comment as Negative. The commenter uses strong language to express their dislike for the video (""It's an awful video""), and also mentions being ""traumatized"" which implies a strong negative emotional response."
"""Waiter vibes"" Delta Work has entered the chat","I would classify this comment as Positive. The user is making a lighthearted and playful comparison to the song (waiter vibes), which suggests they're enjoying the music, and the phrase ""entered the chat"" implies they're engaging with the content in a fun way."
Autotune mediocre music.,"Negative

This comment is negative because it uses strong language to criticize the quality of the music, calling it ""mediocre"", and also references the use of Autotune, which is often perceived as artificial or unauthentic in music production."
"half the length - dumb storyline at the table, the rest of it - few sec of beat with ah-ha-a-a... Yours truly modern music! #wtfisthatshit","I would classify this comment as Negative. The commenter expresses disappointment with ""dumb storyline"" and frustration with the video's length, using strong language to convey their negative sentiment."
Why is this beat So catchy 😩,"I would classify this comment as Positive. The commenter uses the phrase ""So catchy"" to express their enthusiasm for the song's beat, and the smiling face emoji (😩) further reinforces their positive sentiment towards the music."
Kinda very catchy gay wise ☺️,"I would classify this comment as Positive. The use of ""catchy"" and the smiling face emoji (☺️) convey a positive sentiment towards the music video."
Why is the waiter giving GTA vibes?,"I would classify this comment as Neutral. The comment is simply asking a question about the music video's content, without expressing any emotional tone or opinion, making it a neutral remark."
When the MV has an intro longer than the fcking song it self.. holy fck this generation of songs is going down as the worst videos ever.,"I would classify this comment as Negative. The commenter expresses frustration with the length of the music video's intro, using strong language to convey their disappointment and feeling that the current generation of songs is inferior."
I get goosebumps when the beat picks up,"Positive: This comment expresses excitement and enthusiasm towards the music, indicating that the viewer has a strong positive emotional response to the song."
"as a non native speaker I've always heard in the chorus: ""I'm socially a-a-a-awkward""","I would classify this comment as Positive. The commenter's tone is lighthearted and humorous, using the phrase ""a-a-a-awkward"" to convey that they find the lyrics relatable and endearing, rather than criticizing or disliking the song."
generic death phase,"I would classify this comment as Neutral. The phrase ""generic death phase"" doesn't express a clear opinion or emotion towards the music video, but rather describes it with a somewhat neutral statement."
“Totally waiter vibesssss” 🤣😍🤣😍,"I would classify this comment as Positive. The use of excited language (""totally""), emojis indicating joy and playfulness (😂), and the phrase ""waiter vibes"" suggest that the commenter is expressing enthusiasm and appreciation for the video."
"Here, after listening her mention the best EDM artists on earth (like daft punk) and realizing this song has the same harmonic progression as Music sounds better with you by stardust.... it makes sense now lol","I would classify this comment as Positive. The tone is lighthearted and playful, with the user expressing a newfound appreciation for the song after making connections to their favorite artists and songs, which suggests enthusiasm and enjoyment."
Definitely catchy lol but it’s everytime she shaking on that machine 😂😂,"I would classify this comment as Positive with a hint of Playfulness. The user starts by saying the song is ""definitely catchy"", which indicates they like the music, and then adds a humorous remark about the singer's dance moves, showing they're having fun watching the video. The use of emojis 😂😂 also reinforces the lighthearted and playful tone."
"i don’t give a shit how stupid i might look to y’all for saying this, religious or not, the nonchalant satanic shit is ruining our fucking music and generation - singing about the literal incarnation of evil and ornamenting it in some catchy audio engineering is *goofy as fuck* y’all are blind to it too because “good ear feeling”.","I would classify this comment as Negative. The language used, such as ""ruining our fucking music"" and ""goofy as fuck"", indicates strong disapproval of the subject matter (satanic themes in music) and the commenter's perception that others are ignoring or downplaying its negative impact."
The amount of vocal fry in the conversation...,"I would classify this comment as Negative, because it seems to be making fun of or criticizing the ""vocal fry"" (a non-standard vocal technique) used by the singer, implying that it is unpleasant or unprofessional."
totally waiter vibes,"I would classify this comment as Positive. The phrase ""waiter vibes"" likely refers to a funny or endearing quality of the music video, implying that the commenter enjoyed it and found it relatable or amusing."
"nah but the synths are sooo addictive. wine spill on the white wife beater, hot!","I would classify this comment as Positive. The commenter uses enthusiastic language (""sooo addictive"") and makes a humorous comparison (""wine spill... hot!"") to express their enjoyment of the music video."
"I have NO idea what's going on, but the vibes are immaculate","I would classify this comment as Positive. The user is expressing confusion about the content of the video, but their use of the word ""immaculate"" to describe the ""vibes"" indicates that they enjoy the overall atmosphere and tone of the song."
And If The Beat Live You Know A.G Made It !!!!!!!,"I would classify this comment as Positive. Justification: The excessive use of exclamation marks and the enthusiastic tone convey a strong sense of excitement and approval for the music producer, A.G."
i like how her boobs go the the beat on the exercise thingy,"I would classify this comment as Positive. The user expresses enthusiasm for the video by using the phrase ""i like"", which indicates a positive sentiment, and also makes a lighthearted and humorous remark about the dancer's physical movements."
Normal day in the Euphoria Universe Be Like:,"I would classify this comment as Neutral. The comment is making a humorous comparison between a normal day and the fantastical world of Euphoria, but it's not expressing any strong emotions or opinions about the music video itself."
This is my mulriverse of madness,"I would classify this comment as Neutral. The phrase ""my mulriverse"" suggests that the commenter has a personal connection to the content, but the description ""of madness"" implies a subjective interpretation rather than a positive or negative reaction."
"""We're kangols""? Like the hat? Are you serious? I mean, Charli, you've got every right to be a kangol if that's your vibe, but don't drag me into your kangol-being endeavors. Didn’t sign up for this at all. U do u, but leave me out of this kangol cult, I'm just trynna to survive the week without a fashion crisis, thanks.","I would classify this comment as Negative, and justify my answer by saying that the commenter is expressing frustration and annoyance towards the music video's theme or aesthetic (the ""kangol"" reference), feeling like they're being pulled into something they don't want to be a part of, and using sarcastic language to express their discontent."
Totally The Vibes,I would classify this comment as Positive.
"""totally waiter vibes""","I would classify this comment as Positive. The commenter uses the phrase ""totally"", which implies strong agreement and enthusiasm, and references ""waiter vibes"", suggesting a fun and lighthearted tone that is often associated with positive sentiments."
The beat is so Music Sounds Better with You from Stardust,"I would classify this comment as Positive. The commenter is expressing enthusiasm and appreciation for the song's ""beat"", comparing it favorably to another popular track (""Music Sounds Better with You"" by Stardust), indicating a positive sentiment towards the music video."
that bad bitchery is insane ❤❤❤❤  CharliXcX is queen of hyperpop . This song is total in your room with your besties putting on makeup and doiny fashion shows in your closet like what a vibe 🧚‍♀️🧜‍♀️💃💕🥳,"I would classify this comment as Positive. The use of enthusiastic language, such as ""bad bitchery is insane"", ""queen of hyperpop"", and the abundance of emojis (❤❤❤❤, 💃💕🥳) convey a strong sense of admiration and excitement for the music video and artist."
Just realized the lyrics is ‘work angles’ not ‘we’re kangals’ MY GOD 😂😂😂,"I would classify this comment as Positive. The use of emojis (😂) and phrases like ""MY GOD"" convey a sense of amusement, relief, and excitement, indicating a positive sentiment towards the video or its lyrics."
my homework is to learn the lyrics to this song,"I would classify this comment as Neutral. This comment does not express a personal opinion or emotion about the song, but rather states a task that needs to be completed, which is unrelated to the song's content or quality."
40 seconds in and this is annoying as he11.,"I would classify this comment as Negative. The use of strong language (""he11"") and the phrase ""annoying"" convey a clear sense of dislike for the music video."
This is so nostalgic😭,"I would classify this comment as Positive. The use of the 😭 emoji suggests that the commenter has a strong emotional response to the video, which is typically associated with positive sentiment (in this case, nostalgia)."
"This song is absolutely shit, I would rather butt chugg taco bell hot sauce and pound vodka. Then shit myself and puke on my neighbors lawn. Holy shit I hate this annoying song, it's blatantly paid airplay. I don't want to do any of the above.... But I would if I could rid the world of this song.","I would classify this comment as Negative.

This comment is overwhelmingly negative because the user uses strong language to express their dislike for the song, including using the word ""shit"" multiple times and making a list of disgusting actions they would rather do than listen to the song again. The tone is also critical, accusing the song of being paid airplay."
"This music is so basic it sounds like it was made in 20 minutes. 80% generic 'bad girl' attitude, 18% tits, 2% talent.","I would classify this comment as Negative. The commenter uses strong language to criticize the music, calling it ""basic"" and implying that it lacks effort or talent, which indicates a strongly negative sentiment."
the motherverse,"I would classify this comment as Neutral. The phrase ""motherverse"" doesn't express a clear opinion or emotion about the music video, but rather appears to be a nonsensical or cryptic remark that doesn't convey sentiment one way or the other."
1:49 when lyrics actually start,"I would classify this comment as Neutral. The comment is simply stating the time at which the lyrics of the song begin, without expressing any emotional opinion or sentiment about the song itself."
Does she sing any songs without heavy autotune ?  I could only pick out about 3 words from that.,"I would classify this comment as Neutral. The comment is asking a question and making an observation, but it doesn't express a positive or negative opinion about the music video or its content."
I just love the hot girl doing hot girl shit vibes charli has,"I would classify this comment as Positive. Justification: The commenter uses enthusiastic language (""just love"") and compliments Charli's performance by describing it as ""hot girl doing hot girl shit vibes"", indicating their strong approval of the music video."
"i love this whole unique internet girl clique vibe, this music video is actually so fun 😭","I would classify this comment as Positive. The user explicitly states that they ""love"" the music video and describe it as ""so fun"", indicating a strong positive sentiment towards the content."
what a fucking shitty annoying song,"I would classify this comment as Negative. The use of strong language (""fucking"", ""shitty"") and negative adjectives (""annoying"") clearly conveys a strongly negative sentiment towards the song."
Nostalgia.. A vibe from 2009 songs,I would classify this comment as Neutral. The commenter expresses a sense of nostalgia and references a specific time period (2009) without expressing a strong positive or negative opinion about the song itself.
"Good opener, catchy beat ❤","Positive!

The comment uses positive language (""good"", ""catchy"") and includes a heart symbol (❤), indicating affection for the music video."
"I like this song, total banger. Cool beats and Charli cool af.","I would classify this comment as Positive. The use of the phrase ""total banger"" and the description of the song's ""cool beats"" and the artist being ""cool af"" convey a strong enthusiasm and approval for the music."
Just your generic modern pop shit,"I would classify this comment as Negative. The use of the phrase ""just your generic"" implies a lack of originality or uniqueness, and the term ""modern pop shit"" is a pejorative description that expresses disdain for the type of music represented in the video."
The IDGAF vibes are on point,"Positive: This comment uses the phrase ""on point"" to express approval and enthusiasm for the song's vibe, indicating a positive sentiment."
I get so much Dua Lipa vibes from Chari in this mv,"I would classify this comment as Positive. The commenter is expressing enthusiasm and similarity to a popular artist (Dua Lipa), indicating they enjoy the music video and the artist's style, which suggests a positive sentiment towards the content."
SOPHIE vibes,"I would classify this comment as Positive. The mention of ""SOPHIE"" likely refers to Sophie Hunger, a popular musician known for her unique sound, and the comment is expressing admiration or appreciation for that style, conveying a positive sentiment."
Catchy song.,"I would classify this comment as Positive. The word ""catchy"" implies that the commenter finds the song enjoyable and memorable, which is a positive sentiment towards the music."
"i used to think she was saying ""with cankles"" and that's what initially made me like the song because i thought she was being funny and self-deprecating. but when i found it was ""work angles"" my mind was blown! i realized she literally worked the angles of those words to make it sound like a different phrase. it's so cool and i wonder if she had the intent to do that. either way i love the song no matter what, just thought it was funny how what drew me to it was mishearing the lyrics.","I would classify this comment as Positive. The commenter is enthusiastic about the song, has a positive opinion of the artist's creativity and wordplay, and mentions loving the song regardless of their initial interpretation of the lyrics."
"""totally waitet vibes"" 🤣🤣🤣🤣","I would classify this comment as Positive. The commenter uses enthusiastic language (""totally waited"") and adds multiple laughing emojis (🤣) to express their excitement, indicating a strong positive sentiment towards the video."
this is awful.,"Negative. The commenter uses the word ""awful"" to express their strong dislike for the music video."
Are my beats fire? Drop a comment below?,"I would classify this comment as Positive. The user is expressing enthusiasm and confidence in their own production skills by asking if their ""beats"" are good (""fire""), which implies pride and satisfaction with their work."
The video came on at the worst time lol🎉 love it,"I would classify this comment as Positive. The commenter expresses their affection for the song by using the phrase ""love it"", which indicates a positive sentiment towards the music."
WTF THIS IS ALREADY SO NOSTALGIC😭,"I would classify this comment as Positive. The use of ""WTF"" is often an expression of excitement or surprise, and the phrase ""THIS IS ALREADY SO NOSTALGIC"" suggests that the commenter is experiencing a strong emotional connection to the video, which is typical of positive sentiment."
I would love this if not for the random TikTokers/influencers pandering to gen z/a.  Give me actual party girls please. Give me 2000s fashion and vibes.,"I would classify this comment as Negative. The commenter expresses frustration with the content of the music video, specifically mentioning ""random TikTokers"" and ""influencers"" that they don't enjoy, and explicitly asks for a different aesthetic (""give me actual party girls"", ""2000s fashion and vibes"")."
Dis shit is mad annoying,"I would classify this comment as Negative. The use of the word ""annoying"" explicitly conveys a negative sentiment towards the music video or song being discussed."
LOving the references to TV icon chief Julia Child through the lyrics. slay queen,"I would classify this comment as Positive. The use of enthusiastic language (""LOving"") and playful nickname (""slay queen"") convey a strong sense of admiration and approval for the music video's creative choices and overall execution."
TOTALLY WAITER VIBES,"I would classify this comment as Positive. The use of ""TOTALLY"" emphasizes the strength of the comparison to waiter vibes, indicating a strong positive sentiment towards the music video."
Who or what the hell is this crap? The beat is nice tho.,"I would classify this comment as Mixed/Neutral (leaning slightly towards Negative).

The commenter expresses strong dislike for ""who or what"" they are referring to (""this crap""), which indicates a negative sentiment. However, they also mention that the beat is ""nice"", which shows a glimmer of positivity, making it neither purely positive nor negative."
