comentario,resposta_api
This music video is awful,"I would classify this comment as Negative. The use of the word ""awful"" explicitly conveys a strong negative sentiment towards the music video."
Cara eu ri demais vendo esse clipe e divertido e muito bem produzido ao mesmo tempo,"I would classify this comment as Positive. The commenter uses words like ""divertido"" (fun) and ""muito bem produzido"" (very well produced), indicating that they thoroughly enjoyed the music video."
"It's giving me death becomes her, kill bill vibes❤","I would classify this comment as Positive. The commenter is expressing enthusiasm and admiration for the video's style, comparing it favorably to two well-known and highly-regarded films (Death Becomes Her and Kill Bill). The use of ❤️ also suggests a positive emotional tone."
Let the Sabrinaverse reign ‼️‼️ 😎😎😎,"I would classify this comment as Positive. The use of enthusiastic emojis (😎) and the phrase ""reign"" suggest excitement and approval for the music video, indicating a positive sentiment towards it."
this shit is god awful,"Negative

Justification: The commenter uses strong language (""god awful"") to express their dislike for the music video, indicating a negative sentiment."
This is actually really good! The music does have a faint 80s tinge to it even though the vocals are 21st century.,"I would classify this comment as Positive because the user starts by stating that the video is ""really good"", indicating a favorable opinion, and also provides specific details about what they like about the music (the 80s tinge)."
"The song is garbage, but the video has a cool Death Becomes Her vibe at least","I would classify this comment as Negative because although the commenter mentions a positive aspect of the video, their overall sentiment towards the song is strongly negative."
The vibe is that one movie with the same theme,"I would classify this comment as Neutral. The commenter is making a comparison to a movie, but it's not expressing a strong opinion about the music video itself, rather using a reference point to describe the tone or feeling of the song."
"I'm not going to lie to you. But I really hate you Sabrina Carpenter, You are the worst!","Negative.

This comment is negative because it expresses strong dislike and hatred towards the artist (Sabrina Carpenter), using strong language like ""worst"" to emphasize its negativity."
1:50 the synth reminds me of „Better Davis Eyes“ - Kim Carnes 🤔,"I would classify this comment as Neutral. The commenter is simply sharing an observation about the synthesizer sound being reminiscent of another song, without expressing a strong opinion or emotion towards the video itself."
Love the „death becomes her“ vibes,"I would classify this comment as Positive. The user explicitly expresses their fondness for the ""death becomes her"" vibes, indicating a positive sentiment towards the content of the music video."
its give me Nanno vibes,"I would classify this comment as Positive. The commenter is expressing enthusiasm and nostalgia for a specific reference (""Nanno vibes""), indicating that they enjoyed the video."
"We all know that if the roles reversed,some insane women would be complaining about the woman being killed despite it just being the same message women should stop fighting over men and men should stop fighting over women","I classify this comment as Neutral. Although it contains a critical tone towards some people, its main purpose is to convey a general message about equality and fairness, rather than expressing a positive or negative sentiment towards the music video itself."
Love the beat all Americans that I love from Rio awesome song from my favorite  country always 🇺🇸  love you guys,"I would classify this comment as Positive. The comment expresses admiration for the ""beat"" and ""song"", uses enthusiastic language such as ""love"" multiple times, and ends with a declaration of affection towards the artist/group (""love you guys"")."
I knew i got wednesday vibes even tho its monday,"Positive: This comment expresses excitement and enthusiasm for the music video's catchy vibe, using colloquial language to convey a sense of fun and energy."
"giving death becomes her vibes for real. but its a great vid, especially with Jenna Ortegain it. well done though. its azhuer btw","I would classify this comment as Positive. The user starts by expressing their appreciation for the music video's ""vibes"", then praises the content and specifically mentions that it was ""great"" and ""well done"". Although they mention a few criticisms, such as finding the title character's death to be a common theme (""giving death becomes her vibes""), these are not enough to outweigh the overall positive tone of the comment."
The melody is so soothing and relaxing.,"I would classify this comment as Positive. The use of words like ""soothing"" and ""relaxing"" convey a sense of calmness and serenity, indicating that the commenter has a strong positive emotional response to the music."
"It’s weird how Hollywood always advertises violence, and hateful lyrics, disguised into a nice happy melody 😊✨","I would classify this comment as Neutral. While the tone is slightly sarcastic and critical of Hollywood's advertising practices, the overall sentiment expressed is more observational than negative or positive, simply commenting on the phenomenon rather than strongly expressing an opinion."
Am i the only one who feels the Bette Davis eyes vibe (Kim Carnes) with this song? Like she used a sample. Love it though,"I would classify this comment as Positive. The commenter explicitly states ""Love it though"", indicating their overall enjoyment and appreciation for the music video."
this is giving tom and jerry vibes,"I would classify this comment as Positive. The mention of ""Tom and Jerry"" implies a playful and lighthearted tone, suggesting that the commenter enjoyed the music video's energy and humor."
"It's such a shame this kind of trash is on top of YouTube.. The message is terrible, the music is horrible, the lyrics are empty.","I would classify this comment as Negative. The commenter explicitly states that the video is ""trash"" with a ""terrible"" message, ""horrible"" music, and ""empty"" lyrics, indicating a strong dislike for the content."
Lol sorry but who cares. This lyrics mean nothing,"I would classify this comment as Negative. The commenter expresses dismissive tone (""who cares"") and explicitly states that the lyrics ""mean nothing"", indicating a negative opinion about the song."
"Giving"" death becomes her "" movie vibes I love it","I would classify this comment as Positive. The user explicitly states they ""love"" the video, indicating a strong positive sentiment towards the content."
Did anyone notice the lyrics said you just have to taste me when he’s kissing and then Jena sees Sabrina and they are kissing but it was the guy😮😮😮😮,"I classify this comment as Positive. The user is expressing surprise and excitement (indicated by the multiple 😮 emojis) at a plot twist in the music video, showing enthusiasm and engagement with the content."
Knuckle deep within the borderline...,"I would classify this comment as Neutral. The phrase ""knuckle deep"" is somewhat ambiguous, but without any clear indication of enthusiasm, praise, or criticism, I interpret it as a neutral statement that doesn't convey a strong emotional tone."
"Jenna, for the only scripted funeral that I’ve watched of your work, and having only two lines! “I don’t know how you put up with that.” “Very insecure.” It’s your non-vocals and pauses within the cameras still frame that captivates your audience. That tombstone shot spoke to me in a way. Figuratively speaking. Hypothetically? Perhaps that too. 🤷🏻 What are you doing right now right now? Other than four productions this 2024 final months of the year? 👀 what are you wearing? “Team” something shirt? You woman you. I’m totally not watching reruns of YOu nor am I going to rewatch Studio 666👀 I could keep on going but maybe I will watch compared to these delays of productions. Anyway…cheers. You’re probably laying around on your bed. Scrolling through these comments. Eventually…one day. You know? Kiss. 👻","I would classify this comment as Positive. The commenter uses phrases such as ""captivates your audience"", ""spoke to me in a way"", and ""cheers"" to express their admiration for the video, and also seems to be poking fun at themselves and being playful rather than critical or negative."
"oh my god, her vocals ","I would classify this comment as Neutral. The commenter's reaction (""oh my god"") suggests surprise or excitement, but there is no explicit praise or criticism of the artist's vocals, making it a neutral statement."
"Ngl listening to more of the lyrics to Sabrina's music has made me not like her more and more. The music sounds good, but every song is so mean girl coded. And being a mean girl isn't ""slay"", it's pathetic.","I would classify this comment as Negative, justifying my answer by saying that the commenter expresses dislike for Sabrina's music, specifically criticizing her lyrics as ""mean girl coded"" and describing her behavior as ""pathetic""."
horrifying to hear the lyrics to this. it's basically condoning inadvertent r-word. weird gen z gravitates to this song. we are totally f'd,"I would classify this comment as Negative. The commenter expresses strong disapproval of the song's lyrics, feeling that they promote offensive behavior and are ""horrifying""."
autotune is underrated,"I would classify this comment as Positive. The commenter states that autotune is ""underrated"", implying that they think it's underappreciated or deserves more recognition, which has a positive connotation."
You have a reach for these kids and this is it. Catchy song just every fucking scene is violent. This isn’t 90s cops.,"I would classify this comment as Neutral. While the commenter praises the song's catchiness and the artist's ability to connect with their audience, they also express disappointment and concern about the violence depicted in the video, which prevents the comment from being purely positive or negative."
"So I was thinking about this music video today and I have a theory sort of I don’t know if this is like obvious but my theory is that the boyfriend of the video is probably saying different stuff about Sabrina’s character and stuff to Jenna’s character to make them go after each other like that and maybe what happened to him in the video the two characters discussed and compared notes, and they found out he was playing both of them at the same time so yeah that’s just my thoughts","I would classify this comment as Neutral. The commenter is presenting a theory about the music video's storyline without expressing any strong emotions or opinions, simply sharing their thoughts in a calm and analytical manner."
#Sabrina and Jenna vibes ❤,"I would classify this comment as Positive. The use of the emoticon ❤️ and the phrase ""vibes"" suggest that the commenter is expressing enthusiasm and affection for the music video's atmosphere and tone, which are both positive sentiments."
I love how the first gunshot is on beat❤😂,"Positive: The commenter uses the phrase ""I love"" to express their enthusiasm for the song, and adds emojis to convey excitement and playfulness."
What a horrific video - no wonder we have messed up folk - awful and worrying,"I would classify this comment as Negative. The commenter uses strong negative language (""horrific"", ""awful"") to express their disapproval of the music video, indicating a strong emotional response with a tone that is critical and disagreeable."
"The fact that ppl see this as funny shows how desensitized ppl are and how much humanity has fallen. Ppl saying they love bonding over killing their bf? It’s giving Sza kill my ex vibes, which is also normalizing just as demented trains of thinking.","I would classify this comment as Negative, because the author expresses dismay at people's desensitization to violence and the normalization of toxic behavior in music, indicating a critical tone towards society's values."
Very big death becomes her vibes,"I would classify this comment as Positive. The use of ""vibes"" implies a strong emotional connection to the music, and the phrase ""very big"" suggests a sense of excitement or enthusiasm, indicating that the commenter is impressed with the song's impact."
This has to be the worst thing I have heard,"Negative: The commenter explicitly states that the song is ""the worst"" they've ever heard, expressing a strong negative sentiment."
The lyrics are gross,"I would classify this comment as Negative. The use of the word ""gross"" is a strong negative emotion indicating that the commenter strongly dislikes the lyrics."
Very death becomes her vibes,"I would classify this comment as Positive, because it uses positive language to describe the artist's performance (""vibes"" has a generally upbeat connotation), implying that the viewer enjoyed the music video."
"I just got a T-Mobile ad that had this song as the sound, and I was confused because I didn’t remember the song starting with the chorus😭.","I would classify this comment as Neutral. The commenter's emotional response to being confused is evident (""😭""), but their tone is not overwhelmingly positive or negative, simply expressing a mild frustration."
That was deeply disturbing… fucking love it!,"I would classify this comment as Positive. The user expresses a strong emotional reaction to the music video (""deeply disturbing""), which suggests that they are invested in the content, and the phrase ""fucking love it"" is a clear indication of their positive sentiment towards the video."
Disgusting lyrics,"Negative

Justification: The use of the word ""disgusting"" implies strong disapproval and dislike for the song's lyrics."
this gives me death becomes her vibes! Goldie (Sabrina?) and Meryl (Jenna?) either way love them both!!!,"I would classify this comment as Positive. The commenter is expressing enthusiasm for the music video's style and aesthetic, using positive adjectives like ""gives"" and comparing it to a well-known cult classic (""death becomes her""). Additionally, they explicitly state their admiration for the two lead actresses, Sabrina and Meryl, without any negative comments or criticisms."
"Is it me or it's giving me death becomes her vibe,Sabrina looks like hayden","I would classify this comment as Positive. The commenter is referencing a popular movie (Death Becomes Her) and comparing the singer Sabrina to Hayden Panettiere, implying that they find Sabrina's look to be flattering and appealing."
"Coincidence.....or not. But this song has some chords very similar to the song ""Seven Wonders"" by Fleetwood Mac. You can check it out.","I would classify this comment as Neutral. The commenter is simply pointing out a similarity between two songs and asking the viewer to verify, without expressing any personal opinion or emotion towards the music itself."
Uma vibe anos 90 amo ! Sabrina e tyla uma óptima dupla,"I classify this comment as Positive. The use of enthusiastic phrases like ""Uma vibe anos 90"" (a vibe from the 90s) and ""amo"" (love), as well as the compliment on the duo (""uma óptima dupla""), convey a strong positive sentiment towards the music video."
2025 Grammy winner 🏆 for best pop vocal artist 🎉🎉🎉🎉🎉❤❤❤❤❤❤go sabrina,"I classify this comment as Positive. The commenter is expressing enthusiasm and excitement by using multiple celebration emojis (🎉) and exclamation marks, indicating their strong support for Sabrina's achievement in winning the Grammy award."
"alguien a visto la nueva temporada de sabrina carpenter en fornite yo ya la he jugado ,me encanta esta cancion","I would classify this comment as Neutral. The commenter mentions the new season of Sabrina Carpenter's Fornite content and their enjoyment of the song, but the tone is more casual and conversational than overly enthusiastic or critical, which suggests a neutral sentiment."
"🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🙄🙄🙄🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮so vulgar, gross lyrics. shame. this is the society of today. pure vulgarity and no class.","I would classify this comment as Negative. The use of strong language like ""vulgar"", ""gross"", ""shame"", and phrases like ""pure vulgarity and no class"" clearly convey a negative sentiment towards the music video and its lyrics."
The gay undertones of this are nuts,"I would classify this comment as Positive. The tone of the comment is playful and enthusiastic, with the use of ""nuts"" implying excitement and amusement, rather than negativity or criticism."
Kind of Betty Davis eyes' chords,"I would classify this comment as Positive. Justification: The comparison to the iconic ""Betty Davis eyes"" implies that the musician has a unique and captivating sound, which is typically considered a positive trait in music."
"Love the video for sure, was hoping this second video would change my mind about her vocals after finally seeing who she was and the hype behind her. After watching please please please I was disappointed. But this kind of changed my mind just a little bit. Her voice is cute and that's it lol","I classify this comment as Neutral with a hint of Positive. The commenter starts by expressing love for the video, indicating positivity. However, they then mention being disappointed in the singer's vocals, which suggests negativity. The final sentence, ""Her voice is cute and that's it lol"", implies that while they still don't fully appreciate her singing, they can appreciate its cuteness, leaning slightly positive. Overall, the comment has a mix of both positive and negative sentiments."
Death becomes her vibes <3 I love it!,"I would classify this comment as Positive. The use of ""love"" and the heart emoticon (❤️) clearly convey a strong enthusiasm and affection for the music video."
"I swear at the beginning instead of ""to be exact"" I heard ""to beat his ass""","I would classify this comment as Negative. The comment expresses frustration and possibly even anger towards the lyrics, indicating a negative sentiment towards the music video."
Love this song but hate these lyrics!,"I would classify this comment as Neutral. The commenter expresses both positive (love the song) and negative (hate the lyrics) sentiments, which cancel each other out, resulting in a neutral tone."
The lyrics of this song really speak to me.,"I would classify this comment as Positive. The user's statement that the lyrics ""speak to"" them implies a strong emotional connection and appreciation for the song, which is a positive sentiment."
"Cara eu amei esse clipe, parece um filme filme sobre duas bruxas imortais que ficam brigando por séculos, tudo numa vibe meio de todo mundo em panico,","I classify this comment as Positive. The user explicitly states ""eu amei"" (I loved it), indicating a strong positive sentiment towards the music video."
Nah 69 beat... She knew TF she was doin,"I would classify this comment as Negative. The user is expressing disappointment with the collaboration between the artist (69) and stating that the artist ""knew what they were doing"", implying a lack of effort or authenticity in their work."
Jenna in the first shot had Wednesday vibes,"I would classify this comment as Positive. The use of ""vibes"" implies a strong connection to the song's atmosphere, suggesting that Jenna's performance resonated with the commenter."
"Taste’ is bold and unforgettable. The energy in this track is next level. As a country and southern rock artist, I vibe with that fearless spirit. 🔥🎶","I would classify this comment as Positive. The user uses superlatives such as ""bold"", ""unforgettable"", and ""next level"" to describe the song, indicating a strong enthusiasm and admiration for the track."
"Little wonder they need a video to detract from another boring stereotype artist, she sounds like half a dozen performers, average voice, bland music and lyrics.","I would classify this comment as Negative. The commenter uses strong language to criticize the artist's uniqueness, describing their sound as ""boring"" and themselves as being similar to multiple other artists, with no positive comments or praise for the video or the music itself."
"I’ve only seen a few clips from death becomes her, but this is kind of giving that same vibe","I would classify this comment as Positive. The commenter is drawing a comparison to a classic film (Death Becomes Her) implying that the music video is of high quality and has a similar aesthetic or atmosphere, which is a positive sentiment."
Sabrina is annoying and weird and jenna is annoying and weird,"I would classify this comment as Negative. The commenter uses strong language to express their dislike for two specific individuals, Sabrina and Jenna, indicating a negative sentiment towards them."
i was so into the video and the tune before i realize the lyrics😅😅😅,"I would classify this comment as Neutral. The commenter starts off positively, expressing enthusiasm for the video and tune, but then reveals they were disappointed by the lyrics, which makes the overall tone neutral rather than strongly positive or negative."
people need to grow up I watched a peaky blinder edit where some dude got shot in the head unfazed by its Ima nice guy humble gentle giant but I'm not a snow flake I like to cuddle and sing love songs and read bible verses,"I would classify this comment as Negative. The commenter expresses frustration with people who are sensitive or emotional, using phrases like ""people need to grow up"" and comparing themselves to someone who can watch graphic content without being fazed."
But love the 90w vibe,"I would classify this comment as Positive. The user explicitly states that they ""love"" the 90w vibe, indicating a strong positive sentiment towards the music video's aesthetic."
omg i love this video gives a lot of vibes well done i like every single scene in this video even though it involves blood and isnt to bad,"I would classify this comment as Positive. The commenter explicitly states that they ""love"" the video, use phrases like ""well done"" and ""i like every single scene"", indicating a strong positive sentiment towards the content."
The lyrics weird but great mv,"I would classify this comment as Positive. The comment starts by saying the lyrics are ""weird"", which might seem negative at first, but it's followed by ""but"" and then they explicitly state that the music video is ""great"", indicating overall positivity towards the content."
"No, not a fan. Don't get me wrong. I an 100% for Sabrina Carpenter and Jenna Ortega Dying. her video was cool, I really like the effects, but the music was too popy.","I would classify this comment as Neutral with a slightly Negative tone.

Justification: Although the commenter expresses dislike for the music (""too popy"") and doesn't mention liking the song itself, they still show appreciation for Sabrina Carpenter's video (""cool"", ""really like the effects""), which balances out the negativity. The sarcastic tone towards Jenna Ortega also adds a hint of positivity to the comment."
She has dolly patrons vibes ❤️,"I would classify this comment as Positive. The commenter uses a smiling face emoji (❤️) to express their enthusiasm for the artist's vibe being similar to that of Dolly Parton, indicating a positive sentiment towards the music video."
"why do people listen to this, she makes awful music thats uninspired, self centered, egotistical, and just bad. the sentiment is awful, the lyrics are repetitive. awful music.","I would classify this comment as Negative. The commenter uses strong language to express their dislike for the artist's music, calling it ""awful,"" ""uninspired,"" and ""egotistical."""
Omg I love this song! Totally my vibe❤❤❤,"I would classify this comment as Positive. The user expresses their enthusiasm by using phrases like ""Omg"" and ""Totally my vibe"", and also includes three heart emojis (❤❤❤), indicating a strong positive sentiment towards the song."
Death Becomes Her remake!! Didn’t anything else catch the vibe?!,"I would classify this comment as Positive because it expresses enthusiasm and agreement with the music video's aesthetic, using enthusiastic language like ""Death Becomes Her remake"" and ""!""."
Love the Death Becomes Her vibes,"I would classify this comment as Positive. The commenter explicitly states that they ""love"" the video's aesthetic, drawing a comparison to a highly-regarded film (Death Becomes Her), indicating enthusiasm and admiration for the content."
This gave Death Becomes Her vibes 😂,"I would classify this comment as Positive. The mention of ""Death Becomes Her"" (a cult classic film) implies that the commenter enjoyed the music video's aesthetic or style, and the use of the laughing emoji 😂 reinforces their positive sentiment."
"Never realized the lyrics say: he pins you down on the carpet, and makes paintings with his tongue 😮😮😂😂","I classify this comment as Positive. The use of emojis such as 😂😂 suggests that the commenter found something humorous or entertaining in the video's lyrics, indicating a positive sentiment."
This is a vibe like death becomes her but better 😅,"I would classify this comment as Positive. The commenter uses a playful comparison to another song (Death Becomes Her) and adds a smiley face emoji, indicating that they enjoy the music video and think it's even better than the one being referenced."
