comentario,resposta_api
Why does this lady have such catchy songs,"I would classify this comment as Positive. The phrase ""catchy songs"" is a clear indication of the commenter's enthusiasm for the artist's music, implying that they enjoy listening to their songs."
Ariana grande and dua lipa are carrying pop genre. Two amazing music artists. No other female music artist can beat them,"I would classify this comment as Positive. The comment expresses admiration for Ariana Grande and Dua Lipa's skills, calling them ""amazing"" and stating that they are leading the pop genre, which shows a strong positive sentiment towards these two artists."
Everyone song of her give different vibes ❤,"I would classify this comment as Positive. The use of the heart symbol (❤) indicates enthusiasm and affection for the artist's music, which suggests a positive sentiment. Additionally, the phrase ""different vibes"" implies that the commenter enjoys the variety and uniqueness of the artist's songs."
This song is really catchy,"Positive: The commenter uses the word ""catchy"", implying that they enjoy the song and find it memorable and engaging."
Giving a Monica Bellucci from Malena vibes,"I classify this comment as Positive because it's comparing the music video to a iconic and sensual scene from a popular movie (Malena), implying that the video is visually stunning and captivating."
Why does her voice sound pitched up compared to her live performances,"I would classify this comment as Negative, because it expresses a critical opinion about the singer's vocal performance in the music video, comparing it unfavorably to her live shows."
"THIS lyrics especially For WTF human YES THAT HUMAN 🎶Conversation overload, got me feeling vertigoooooooooooooooooooooooo🎶💯😎👍 Dua Lipaaaaaaaaaaaaaaaaaaaaaaaaaaaa is beautiful woman 💯😎👍","I would classify this comment as Positive. The commenter uses superlatives like ""WTF"", ""yes that human"", and ""beautiful woman"" to express their enthusiasm, and includes emojis like 😎, 👍, and 💯 to further emphasize their positive sentiment towards the music video and Dua Lipa."
"Her lyrics are always kinda... the same? Like ""Oh, I need a rush of love, can you handle it, can you handle me, come on boy lalalala?"" Lol... yeah, it's a ""nice"" pop song... but is it really?","I would classify this comment as Neutral. The commenter has mixed feelings about the song, pointing out that the lyrics may be repetitive and not particularly meaningful (""same""), while also acknowledging its pleasant qualities (""nice"")."
Dua has the best melody's and beats i swear,"I would classify this comment as Positive because it explicitly states that the artist (Dua) has ""the best"" melodies and beats, which is a strong endorsement."
"The whole lyrics hit me hard, love you Dua for this beautiful song ❤","I would classify this comment as Positive. The commenter uses phrases like ""hit me hard"" and ""beautiful song"", indicating a strong emotional connection to the music, which suggests a positive sentiment towards the artist and the song."
Love this song but the video is awful. How do you give everything in Houdini and then sit and drink tea for 3 mins,"I would classify this comment as Negative. Despite mentioning they ""love"" the song, the majority of the comment focuses on disappointment with the music video's content and pace, using strong language to express their dislike."
FINALLY getting out of that annoying disco music phase with the same annoying back track 🎉,"I would classify this comment as Positive. The use of ""FINALLY"" indicates relief and satisfaction, while the tone is playful and celebratory, with the inclusion of emojis like 🎉, which further reinforces the positive sentiment."
Cliche Pop song. Who here can name 5 pop songs literally...literally with this whole sound vibe feel and bpm? Nothing special. A Pop song from a white person vs a black country song just doesn't make sense. This song is so basic omg. If ur into music u couldn't think wow this is so new fresh Pop,"I would classify this comment as Negative. The commenter uses negative adjectives such as ""cliche"", ""basic"", and ""so"" to describe the song, and expresses a lack of enthusiasm by saying it's ""nothing special"". They also compare the song unfavorably to music from black artists, implying that it lacks authenticity or originality."
"The chorus is ok, the video is boring and derivative.","I would classify this comment as Negative. The user mentions that the chorus is ""ok"", which could be interpreted as mildly positive, but the overall tone of the comment is critical, using words like ""boring"" and ""derivative"" to describe the video."
I hope the worst thing I could expect in 2025,"I would classify this comment as Neutral. The phrase ""I hope"" indicates a desire for something positive to happen, but it doesn't express enthusiasm or admiration for the music video itself."
"Love the vibe of your new songs sooooo much!! Going through same times, can relate to every word. Your new songs give me so much energy & support every time I listen to them! Thank you for your art, Dua! Can't wait for a new album!❤‍🔥","I would classify this comment as Positive.

The comment uses enthusiastic language, such as ""Love the vibe"", ""sooooo much"", and ""can't wait"", to express admiration for the artist's music. The tone is overwhelmingly supportive and grateful, with phrases like ""Your new songs give me so much energy & support"" and ""Thank you for your art""."
The video could be more visualising and connected to the lyrics fantasy,"I would classify this comment as Neutral. The commenter is offering constructive feedback, pointing out areas for improvement rather than expressing a strong positive or negative emotion about the video itself."
"This song gets better and better when you listen to it more. At first I didn’t really think much of it but now listening to the lyrics carefully and the melody, this song is very addicting now ❤I appreciate it more now","I would classify this comment as Positive. The user initially had a lukewarm opinion, but after repeated listens, they developed a strong appreciation for the song's addictive qualities, showing enthusiasm and affection (❤) towards it."
Good vibes,"Positive: This comment uses the phrase ""good vibes,"" which is a colloquialism often used to express positivity and a pleasant atmosphere."
"Sorry for the disturbance in the song. Im the influence. Whats going on is temporal telepathy with effect before cause going on. I.e you reacting, effect, before me viewing it and yeah my brain just doing its thing. 1k and ill stfu instead of singing along. Its not malicious i just cant turn it off","I would classify this comment as Neutral. The commenter is expressing a personal experience or insight (""temporal telepathy"") and seems to be sharing their thoughts without explicitly praising or criticizing the song, making it a neutral sentiment."
By The Way Dua my Potential is unlimited .Crazy Maybe but my Lyrics and Songs will suit U .Love Ya The Humble Poet Peter,"I would classify this comment as Positive. The user expresses admiration for the artist Dua Lipa (""my Potential is unlimited""), claims their own work will resonate with the artist's fans, and ends with a friendly and affectionate tone (""Love Ya"")."
I love the song beat the lirycs everthing at all,"I would classify this comment as Positive. The user explicitly states ""I love"" the song, indicating a strong positive sentiment towards the music video."
Bridge and chorus stolen from somewhere else some other song 💀,"I would classify this comment as Negative. The comment is critical of the music, specifically stating that the bridge and chorus are ""stolen"" from another song, implying that the original artist did not create their own work."
The bridge hits. Chorus is amazing yessss!!!!! You look amazing,"I would classify this comment as Positive. The use of enthusiastic language (""hits"", ""amazing"", ""yessss"") and the expression of admiration for the artist's appearance (""You look amazing"") convey a strong sense of approval and enjoyment."
"Her best son yet, the buid-up is truly amazing, the lyrics are terrific!","I would classify this comment as Positive. The commenter uses superlatives such as ""best"" and ""truly amazing"", indicating a strong enthusiasm for the music video. Additionally, they explicitly mention that the lyrics are ""terrific"", further supporting the positive sentiment."
Pretty powerful voice,I would classify this comment as Positive.
giving Love again vibe. making totally nostalgic.,"I would classify this comment as Positive. The use of the phrase ""giving"" and ""Love again vibe"" conveys a sense of appreciation and enjoyment, while also evoking a nostalgic feeling, which is also a positive association with the music video."
Why have I heard this melody somewhere before?,I would classify this comment as Neutral because it's a question that shows curiosity about the song rather than expressing an opinion or emotion about it.
"I love this music, but is missing emotion!! On the chorus she could be standing up and dancing hahaha","I would classify this comment as Positive. Although the commenter mentions that the song is ""missing emotion"", they use positive language such as ""I love this music"" and express a desire to see more energetic performance through their suggestion of dancing, indicating overall enthusiasm for the song."
"Loved it!!! ❤️‍🔥❤️‍🔥❤️‍🔥 I hear some Get, Get Down melody and it’s perfect!!!","I would classify this comment as Positive. The commenter uses enthusiastic language (""Loved it!!!"") and multiple heart symbols (❤️‍🔥), indicating a strong positive emotion towards the music video."
"Great song, but the lyrics are misguiding. It’s a must the couples be willing to show what each needs and are able to listen unfiltered.","I would classify this comment as Neutral. The commenter starts with a positive statement (""Great song"") but then turns negative by criticizing the lyrics (""misguiding""). However, they also provide constructive feedback on how the message could be improved, which keeps the overall tone neutral rather than solely negative or positive."
Vibes of weekend,"I would classify this comment as Positive. The phrase ""vibes of weekend"" implies a relaxed and carefree atmosphere, conveying a sense of enjoyment and positivity towards the music video."
The bridge hits. Chorus is amazing yessss!!!!! You look amazing,"I would classify this comment as Positive.

Justification: The use of enthusiastic language such as ""yessss"" and the phrase ""You look amazing"" convey a strong sense of excitement and admiration for the music video, indicating a positive sentiment."
"the lyrics, every dua sound is the best!!  yess","I would classify this comment as Positive. The use of superlatives (""best"") and enthusiastic language (""yess"") indicates a strong positive sentiment towards the music video."
Need the lyrics,"I would classify this comment as ""Neutral"". The commenter is expressing a specific request (""Need the lyrics"") rather than an emotional opinion or criticism about the song."
Great song by Tame Impala with featured vocals of Dua Lipa 👌🫡,"I would classify this comment as Positive. The use of ""Great"" to describe the song and the thumbs up emojis (👌) and kissing hand emoji (🫡) convey a positive sentiment towards the music video."
"is this the album that was supposed to ""revolutionize pop music"" said TEXTUALLY by someone on his team whoever tf it was?? cause this is LITERALLY the most generic a** pop sh*t I've ever heard in my life, not even bad, just radically GENERIC, medicore, vacuous 🤷‍♂🤷‍♂🤷‍♂🤷‍♂🤷‍♂ all of these singles are literally the absolute polar OPPOSITE of radical or revolutionary, absolutely f*cking ridiculous marketing they've got going on, if I'd listened to it blindly I just would've kinda shrugged but because of it I just actively dislike it","I would classify this comment as Negative. The commenter uses strong language to express their disappointment and frustration with the album, calling it ""generic"", ""mediocre"", and ""vacuous"". They also criticize the marketing efforts, saying they're ""absolutely f*cking ridiculous"", which further reinforces the negative tone."
"if Emma Stone was the last person on earth I'd rather talk to a branch,hey Dua ❤ for you love that song it sounds so familiar to something but what the hey I like ❤ it","I would classify this comment as Positive. The commenter expresses their fondness for the song, using phrases like ""love that song"" and ""❤️ it"", which indicate a positive sentiment towards Dua Lipa's music. Additionally, the use of hearts (❤) and the playful tone (""what the hey"") further reinforce the positive nature of the comment."
lyrics and music disgust and clothes disaster,"I would classify this comment as Negative. The use of strong words such as ""disgust"" and ""disaster"" clearly convey a negative sentiment towards the music video's lyrics, music, and fashion sense."
Worst song of dua lipa,"I would classify this comment as Negative. The commenter explicitly states that Dua Lipa's song is ""worst"", which expresses a strongly negative opinion about the song."
ESSA MÚSICA ME LEMBRA MUITO NO INÍCIO A MÚSICA TEMPO DA PRISCILLA. 😮,"I would classify this comment as Positive. The commenter is expressing nostalgia and fondness for the song, comparing it to another popular one (Priscilla's), which implies a strong positive association with the music."
The video clip is sooooo weirdo ahaha it smells 2013 and not in a nostalgic way,"I would classify this comment as Negative. The commenter's use of ""weirdo"" to describe the video, combined with their negative association (""not in a nostalgic way""), indicates that they have a unfavorable opinion about the music video."
"Has a bit of ABBA song vibe, just not sure which one 😂","I would classify this comment as Neutral. The comment is making a subjective observation about the song's style being reminiscent of ABBA, but it's not expressing strong emotions or opinions, and the tone is lighthearted with the use of 😂."
I feel I want to be with her when she’s creating the lyrics. Such a powerful song,"I would classify this comment as Positive. The commenter is expressing admiration for the song's power and wanting to be involved in its creation, conveying a sense of enthusiasm and appreciation."
"Dua lost her mojo. Dance the night, Houdini and now Training Session are the same. So generic and boring.","I would classify this comment as Negative. The commenter expresses disappointment with Dua's music, stating that it has become ""generic and boring"", indicating a negative sentiment towards the artist and their recent work."
Really like Dua but this is mediocre at best - 17th at Eurovision vibes. Very forgettable.,"I would classify this comment as Negative. The commenter states they ""really like"" the artist (Dua), which suggests some positivity, but their opinion of the specific music video or song is overwhelmingly negative, calling it ""mediocre at best"", ""very forgettable"", and comparing it unfavorably to a previous performance that ranked 17th."
One of the worst songs,"I would classify this comment as ""Negative""."
"Even Dua has  experienced this horrible horrible  actual dating scene, it’s just horrible out there, I always believed in soulmates and a forever love story, now I have turned completely 4b cause dating right now ain’t it, market is just AWFUL","I would classify this comment as Negative. The commenter uses strong language to describe their experience with dating, calling it ""horrible"" and the ""market"" being ""AWFUL"", indicating a strongly negative sentiment towards the dating scene."
"New lyrics : They come from Polk City, York, HannahJerrik, Plymouth, and Boston. ¿Estás en forma, listo para luchar como un baile, listo para correr?","I classify this comment as Positive. The use of enthusiastic phrases such as ""¿Estás en forma, listo para luchar como un baile, listo para correr?"" (""Are you in shape, ready to fight like a dance, ready to run?""), which seem to be encouraging and energetic, suggests a positive tone."
"Yes, I am. But final word and decision is on Ladies side always. Her heart is going to flow in the ocean of emotions and new frontiers.","I classify this comment as Neutral. The comment acknowledges the song's theme while also emphasizing the importance of emotional connection, which is a neutral expression that doesn't convey strong positive or negative sentiment towards the music itself."
2020 Vibe 🎶,"I would classify this comment as Positive. The use of ""Vibe"" and the music note emoji (🎶) suggests that the commenter is expressing enthusiasm and approval for the video's musical quality."
What a sexy and catchy Pop I cannot 😮❤❤❤,"I would classify this comment as Positive. The use of enthusiastic emojis (😮❤❤❤) and adjectives like ""sexy"" and ""catchy"" indicate a strong positive sentiment towards the music video."
"What a Vibe.Pop Queen Dua, You have rocking taste in music🎉⭐🤭🤘🏻","I would classify this comment as Positive. The commenter uses enthusiastic language such as ""What a Vibe"", ""Pop Queen"", and emojis like 🎉, ⭐, 🤭, and 🤘🏻 to express their admiration for Dua's music taste."
"I love the song, but the video feels awfully intimidating. I was scared the whole time that they'd grab her.","I would classify this comment as Neutral with a hint of Negative. The commenter starts by expressing their love for the song, which is positive, but then expresses concern and even fear about the tone of the video, which has a slightly negative connotation."
"The chorus is the best and vibe is like that popular girl in high school, who has all the boys hooked up on her that's the vibe it's given me","I would classify this comment as Positive. The user explicitly states that the chorus is ""the best"" and uses a positive analogy to describe their experience with the song, comparing its energy to a popular girl in high school who has many admirers."
Different vibes 😃,"I would classify this comment as Neutral. The use of ""different"" suggests that the commenter is acknowledging the unique quality of the video without expressing a strong positive or negative sentiment. The smiling face emoji 😃 also adds to the neutral tone, implying a lighthearted and non-committal response."
2000's Vibe 🎉❤,"I would classify this comment as Positive. The use of emojis such as 🎉 and ❤️ creates a lively and enthusiastic tone, indicating that the commenter is expressing a positive sentiment towards the music video or its nostalgic value."
Has ABBA vibes ?? 😅,"I would classify this comment as Positive. The use of the phrase ""ABBA vibes"" suggests that the commenter is referencing a popular and well-loved band, implying that they have a positive association with the music being described."
Thursday February 29th is LEAP Day LEAP LEAP DUA LIPA LIPA DUA LIPA LEAP DAY Muse Dua Vibe Rising Lipa Day Every Day Omm...02/29/2024=LIPA DAY,"I classify this comment as Positive. The commenter's use of all caps and enthusiastic language (""LEAP LEAP"", ""Muse Dua Vibe Rising"") to celebrate Leap Day, combined with their emphasis on Dua Lipa's name and the repetition of ""LIPA DAY"", demonstrates a strong enthusiasm and excitement for the artist and the occasion."
So Fantastic Lyrics 👍❤️👍❤️. Amazing Music 🎵🎶🎵🎶. Rocking Voice Friend 😍🥰😍🥰.,"I classify this comment as Positive. The use of enthusiastic emojis such as ❤️, 🎵, and 😍, along with phrases like ""So Fantastic"" and ""Amazing Music"", convey a strong sense of admiration and excitement for the music video."
ego asf i'm sorry but i dont like the music video as well as the lyrics,"I would classify this comment as Negative. The comment expresses disappointment with the music video, which is not aligned with the commenter's positive opinion of the song's lyrics."
The chorus is good,"I would classify this comment as Positive. The commenter specifically mentions that the chorus is ""good"", indicating a positive opinion about the song."
I STILL WONDER....WHY DO THEY SAY EVERY DETAIL OF THE VIDEO CLIP IN THE COMMENTS BELOW EVEN THE NAIL ARTIST AND IT DOES NOT SAY WHO WROTE THE MUSIC AND THE LYRICS OF THE SONG?  WHY THIS DISDAIN TO THE ARTISTS?,"I would classify this comment as Negative. The commenter expresses frustration and disappointment that the video clip provides unnecessary details about the nail artist but fails to acknowledge the creators of the song, demonstrating a sense of disdain towards the artists' treatment."
Where's the lyrics guy,I would classify this comment as Neutral. This is because it's simply asking for information (where are the song lyrics?) rather than expressing an opinion or emotion about the music video itself.
The Beat 92.5,I would classify this comment as Neutral. This is because it appears to be the name of a radio station rather than an opinion about the music video itself.
"She is out of this world. Beat, groove, style.....amazing 🥰🥰🥰","I would classify this comment as Positive. The commenter uses superlatives such as ""amazing"" and enthusiastic emojis (🥰) to express their admiration for the music video."
Dua always brought us to classic pop and discotic..i feel like just booster..when i walk or driving..just turn on this song..guys..the vibe so fucking crazy..u will happy and positive vibe from morning until midnight..hahaha,"I would classify this comment as Positive. The commenter expresses enthusiasm and affection for the artist (Dua), uses words like ""crazy"" and ""happy"", and suggests that the song brings a positive vibe throughout the day, indicating a strongly positive sentiment towards the music video."
"The part with her deep voice, remind me of 'Dua Lipa' album, those good old days!! ICONIC","I would classify this comment as Positive. The user is expressing admiration for the artist's vocal abilities, likening them to Dua Lipa, and using the word ""ICONIC"" to emphasize their enthusiasm."
"Reminds me ""Malena vibes""","I would classify this comment as Positive. The commenter is expressing a positive association with the video by comparing it to another song they enjoy (""Malena vibes""), indicating that they have a favorable opinion of the video."
FORGETTABLE,"Negative: The word ""FORGETTABLE"" has a strong negative connotation, implying that the commenter found the song unmemorable and not worth remembering."
