comentario,resposta_api
I really love the melody 2:56,"Positive

Justification: The commenter explicitly states that they ""really love"" the melody, indicating a strong positive sentiment towards the song."
1:57 i love her casually singing and asking him not to screw up while he's beating people up in the back,"I would classify this comment as Positive. The commenter expresses enthusiasm for the singer's relaxed performance (""casually singing"") and affectionately teases the drummer, indicating a lighthearted and playful tone."
The fact that sabrina kept singing please please please while Barry beats up guys in the background is crazy,"I would classify this comment as Positive. The user's tone is playful and enthusiastic, describing the scene as ""crazy"" in a positive sense, showing their excitement and enjoyment of the music video."
"the vocals, the lyrics, the outfits, the hair, the makeup, the BOYFRIEND IN THE VIDEO????? everything about this is just iconic 👏🏼👏🏼👏🏼👏🏼","I classify this comment as Positive. The user's enthusiastic language, use of emojis, and multiple 👏🏼 symbols convey their excitement and admiration for the music video, highlighting various aspects that they find iconic and impressive."
Fact: Sabrina vocals aren't joke. Her vocals are so soft and healing.,"I would classify this comment as Positive. The commenter is praising Sabrina's vocals, describing them as ""soft"" and ""healing"", which implies that they have a calming or soothing effect on the listener."
Actually her killing him in another video is pretty dang powerful.,"I would classify this comment as Positive. The use of ""killing it"" (a common idiomatic expression) and ""pretty dang powerful"" conveys enthusiasm and admiration for the music video's performance, indicating a positive sentiment."
"Am i the only one who only stares at the vid and starts thinking how sad it is to be this girl? Imagine it's not all fun n games where I mean IRL, there are ppl like this out there. Too egoistic to admit tht they've made a bad judgement. Too ego to admit n too scared of being told ""i told u so"" at their face. Bcs of the ego and embarrassment, they let themselves suffer in the long run, stay in a toxic relationship. I get it MV wont make the song look deep but this situation is actually depressing. Im just speechless staring at my phone's screen thinking how stressful all these situations are. Sorry dont intend to be a buzz killer. I hate my deep thinking brain too. Sorry to whoever read this. Not tht i expect anyone to reach this lengthy text in between tens of thousands comments anyway lol","I would classify this comment as Negative, justifying that it expresses concern and sadness about the situation depicted in the music video, acknowledging the reality of people being trapped in toxic relationships due to ego and fear. The tone is introspective and empathetic, but ultimately focuses on the negative aspects of human behavior."
WAIT ISN'T THAT THE PRADA LIPSTICK ON TASTE??? I LOVE SABRINA UNIVERSE OMG,"I would classify this comment as Positive. The language used is enthusiastic and excited (""WAIT"", ""LOVE""), indicating strong positivity towards the music video and Sabrina Universe."
"he fumbled so hard. and now i cannot wait for lyrics harder than ""if you don’t wanna cry to my music / don’t make me hate you prolifically""","I would classify this comment as Neutral. Although the commenter is making fun of the artist's performance, they're doing it in a lighthearted and playful way, and their tone doesn't seem genuinely critical or upset."
Anyone getting the Hayden Panettiere’s look vibe?,"I would classify this comment as Neutral. The comment is simply asking if others are noticing a resemblance to an actress, without expressing any emotional tone or opinion about the music video itself."
I listen to this song and feel nostalgic about the old days.,"I would classify this comment as Positive. The commenter is expressing nostalgia for the past, implying that the song has evoked a strong emotional response in them, which is generally considered a positive experience."
Getting Abba vibes in this song. Beautiful ❤,"I classify this comment as Positive. The user is expressing admiration for the song's similarity to a well-loved artist (ABBA) and using positive adjectives (""Beautiful"") to describe it, indicating a positive sentiment towards the music."
Are we living back in the 80s..? 🎸The music just has that vibe.. 😌💕,"I classify this comment as Positive. The user expresses nostalgia for the 1980s and affection for the music's retro vibe, using positive emoticons (😌, 💕) to convey their enthusiasm."
"the vocals, the lyrics, the outfits, the hair, the makeup, the BOYFRIEND IN THE VIDEO????? everything about this is just iconic 👏🏼👏🏼👏🏼👏🏼","I would classify this comment as Positive. The use of enthusiastic language (""iconic""), multiple clapping emojis (👏🏼), and exclamation marks convey a strong sense of admiration and excitement for the music video."
The way she was singing normaly while people were beating eachother up in the back ground is crazy,"I would classify this comment as Positive. The use of ""crazy"" in a positive context suggests that the commenter was impressed by the singer's ability to perform well despite the chaotic surroundings, indicating a strong admiration for her skills."
1:54 the way shes just sittin there listening while her boyfriend is beating the crap outta a gang😂😂,"I would classify this comment as Positive. The use of emojis 😂😂 and the phrase ""just sittin' there"" implies that the commenter finds the situation humorous and entertaining, indicating a positive sentiment."
"This is a situation where a song didn't age badly, but one where it aged well in the worst way. I don't know if that makes sense or not.","I would classify this comment as Neutral. The commenter's tone is ambiguous, expressing a mixed opinion about the song, neither praising nor criticizing it strongly enough to be considered Positive or Negative."
This is giving me 80's Madonna and Sean Penn vibes! ❤,"I would classify this comment as Positive. The use of words like ""giving"" and the enthusiastic tone suggest that the commenter is excitedly comparing the music video to their favorite 80's icons, which implies a positive sentiment towards the content. 😊"
how is this song ALREADY nostalgic😭,"I would classify this comment as Positive. The use of 😭 emojis and the phrase ""already nostalgic"" suggest that the commenter has a strong emotional connection to the song and is experiencing a positive feeling of nostalgia, indicating a positive sentiment towards the music video."
The lyrics is just ICONIC,"I would classify this comment as Positive. The use of the word ""ICONIC"" to describe the lyrics suggests that the commenter has a strong emotional connection to the song and holds it in high esteem."
This is what happens when a psych major dates a manchild — she turns the red flags into lyrics and wins,"I would classify this comment as Positive. The tone is lighthearted and playful, with a sense of empowerment and cleverness, implying that the commenter finds the song or its message to be uplifting and inspiring."
All her mvs feel like movies bro... and her vocals 😍👌,"I would classify this comment as Positive. The commenter uses enthusiastic language (""😍""), comparisons to high-quality productions (""movies""), and praise for the artist's vocal abilities, indicating a strongly positive sentiment towards the music video."
This is a fantastic song. I keep thinking of Pink Floyd’s the wall when I hear that guitar lick in the chorus,"I would classify this comment as Positive. The commenter uses the word ""fantastic"" to describe the song, indicating a strong positive sentiment, and also mentions a comparison to Pink Floyd's iconic album ""The Wall"", which is often regarded highly by music fans, further reinforcing the positivity of the comment."
"The newest generation has ruined music! Just terrible, horrible singing, terrible melody…. You are all lost in ur selfie addiction and TikTok waste of time…","I would classify this comment as Negative. The commenter expresses strong disapproval towards the music and the younger generation, using intense language such as ""ruined"", ""terrible"", and ""horrible"" to convey their dissatisfaction."
"Awful, extremely overrated","Negative

The comment uses strong negative language (""Awful"") to express dislike for the song or artist, indicating a strongly unfavorable sentiment."
This video gives me “Who’s That Girl?” vibes…an old Madonna movie.,"I would classify this comment as Neutral. The commenter is simply making an observation about the video's aesthetic similarity to a Madonna movie, without expressing a strong positive or negative emotion."
This is exactly the same autotuned  voice as all the other female vocalists.,"I would classify this comment as Negative. The commenter expresses frustration and disappointment that the vocalist sounds similar to others, implying a lack of originality or uniqueness."
"To everyone saying this is a cute relationship, the man in the video abandoned his infant and postpartum wife to be with Sabrina. This is the Ariana Grande situation again but its mostly ignored because the couple in question is attractive. This deadbeat father is shooting music videos and following this young woman around on tour while the woman he imoregnated had to birth and raise a baby alone. Its not cute. Its evil and exploitative on his part. Sabrina deserves better too","I classify this comment as Negative. The justification is that the commenter strongly criticizes the man's actions, calling him an ""abandoned father"" who left his wife and infant to be with Sabrina, and labels his behavior as ""evil and exploitative""."
The lyrics of this song sums up the feelings of everyone in America whenever Trump makes a risky executive order,"I would classify this comment as Negative, because it associates the song with negative emotions (discomfort, frustration) caused by the actions of a specific individual (Trump)."
Just so you know how powerful this is: she cast her own boyfriend in a video that tells him not to cheat on her while appealing to the women and gays. That hasn't been done since Britney (see Stronger for reference).,"I classify this comment as Positive, justifying it by saying that the commenter is praising the music video's creativity and message, highlighting its originality and impact."
So BARRY is basically a dating fuckup-er in every universe,"I would classify this comment as Neutral. The comment doesn't express a clear positive or negative sentiment towards the song or artist, instead using humor to make a joke about Barry's character."
Her high pitched voice is so good,"I would classify this comment as Positive because it specifically praises the singer's unique vocal characteristic (""high pitched voice"") with an adjective ""good"", indicating a positive sentiment towards her singing."
Who likes this music anymore it gives 1985 vibes,I would classify this comment as Neutral. The commenter is simply stating their observation about the song's style without expressing any strong emotions or opinions about it.
I beat to this,"Positive: This comment implies that the commenter has a strong emotional connection with the song and enjoys moving their body to its rhythm, conveying enthusiasm and excitement."
I usually don't like my daughters music. I love this one. The lyrics are amazing.,"I would classify this comment as Positive because it expresses surprise and admiration for the artist's song, with specific praise for the lyrics."
Dude this rhythm is sick. Love that bass.,"I would classify this comment as Positive. The use of the phrase ""sick"" (meaning excellent) and the enthusiastic tone (""Love"") indicate a strong positive sentiment towards the music."
This is the most generic crap song Ive ever heard,"I would classify this comment as Negative. The user uses strong language (""crap"") to express their dislike for the song, indicating a strongly negative sentiment towards it."
Probably the worst singer i have ever had the bad luck of listening to. Please please please disappear and never come back,"I would classify this comment as Negative. The comment is extremely critical, stating that the singer is ""the worst"" and expressing a desire for them to ""disappear and never come back,"" which strongly conveys a negative sentiment towards the artist."
If Barry really did cheat on her she 100% knew he was a cheater…like I can’t help but laugh watching this video and listening to the lyrics 🤣 She said this guy is a SERIAL CHEATER!,"I would classify this comment as Positive. The commenter mentions laughing while watching the video, which suggests they enjoy the content, and their tone is playful and light-hearted, indicating a positive sentiment towards the music and its theme."
"Old harmony brought back to life.U rock,Sabrina! KUDOS!!!!!🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤","I would classify this comment as Positive. The commenter uses enthusiastic language, such as ""U rock"", ""KUDOS!"", and multiple emojis (including party poppers 🎉 and heart eyes ❤), to express their admiration for Sabrina's music. The tone is celebratory and upbeat, indicating a strong positive sentiment towards the artist and her work."
I beat to this,"Positive: This comment is positive because it suggests that the commenter enjoys the song enough to ""beat"" (likely meaning dance) along with it."
"Can't we have one decent celebrity relationship, I really hope it's manufactured because writing about real pain, or investing so much emotion in a relationship to secure it and go really badly and leave you blind in the end","I would classify this comment as Negative. The commenter expresses frustration and pessimism about celebrity relationships, hoping they're manufactured rather than genuine, implying that real relationships are often painful and emotionally draining."
Something about this song has an 80's music vibe to it.,I would classify this comment as Positive because the commenter is expressing enthusiasm for the song's nostalgic qualities and making a favorable comparison by associating it with the popular and iconic music of the 1980s.
Her songs are awful all auto-tune nothing like a true singer,"I would classify this comment as Negative. The user explicitly states that they think the artist's songs are ""awful"" and uses strong language to criticize their use of auto-tune, implying that it's not authentic or professional."
This is giving Lady Gaga Telephone vibes.,"I would classify this comment as Neutral. The commenter is comparing the video to another popular song (Lady Gaga's ""Telephone"") without expressing any strong emotions or opinions about the video itself."
you have awful judgement and taste.,"I would classify this comment as Negative. The use of strong language like ""awful"" and the criticism of the creator's ""judgement and taste"" convey a clearly negative sentiment towards the music video or the person behind it."
Now I kinda see her being a reevesverse harley quinn,"I would classify this comment as Neutral. The comment is making an observation about the music video's aesthetic similarities to Harley Quinn from the DC Extended Universe, rather than expressing a strong positive or negative emotion."
Lady Gaga's Telephone vibe at the beggining,"I would classify this comment as Positive. The commenter is referencing Lady Gaga's hit song ""Telephone"", which is likely a popular and well-known song among fans of pop music, implying that the video has a strong or iconic opening."
Very prophetic lyrics there now,"I would classify this comment as Positive, because it suggests that the commenter is impressed by the depth or insight of the song's lyrics, implying that they have had a meaningful connection with the music."
AI generated lyrics btw,"I would classify this comment as Neutral. The comment is simply stating a fact about the lyrics of the song, without expressing any emotional tone or opinion, making it neutral."
this song 🎧 is so romantic her yellow and pink jacket is so fluffy it gives me romantic vibes and i have a fun babe maybe just stay inside i don’t like that part,"I would classify this comment as Positive. The commenter uses words like ""romantic"", ""fluffy"", and ""fun"" to describe the song and its visuals, indicating a positive sentiment towards the video."
This is a really annoying song.  I work at Walmart and they play this and other noisy garbage.  Music isn't what it used to be. She looks like a streetwalker.  Can't stand Rihanna either.  She is a pig.,"I would classify this comment as Negative. The commenter uses strong negative language to express their dislike for the song, artist, and even her appearance, calling her a ""pig"" and implying she looks like a prostitute. There is no positive or neutral sentiment expressed in the comment."
I really love the harmonies in the chorus!!,"Positive: This comment expresses enthusiasm and admiration for the harmonies in the song, using the phrase ""I really love"" to convey a strong positive sentiment."
I really don't like seeing prison as being a romantic anything.  There's some younger person who will watch this and think.... oh...I wanna fall in love with an inmate.   The word MF is so desperately shoved into the lyrics as well... this song gets a rating outta 10 stars...a 4. I take it or leave it.   It won't win any awards.  Cheers,"I would classify this comment as Negative. The commenter expresses dislike for the video's romanticization of prison and the use of profanity, and gives it a low rating of 4 out of 10 stars, indicating their overall disapproval."
this song is so catchy it makes me catch it😂,"I would classify this comment as Positive. The commenter uses the phrase ""so catchy"" to express their enthusiasm for the song, and adds a laughing emoji (😂) to convey their playful and upbeat tone, indicating a strong positive sentiment."
Iconico y unforgettable babygirl my princess💜🤍💕,"I would classify this comment as Positive. The use of words such as ""iconico"", ""unforgettable"", ""princess"", and the multiple heart emojis (💜, 💕) convey a strong sense of admiration and affection for the artist, indicating a positive sentiment towards the music video."
Awful!,"I would classify this comment as Negative. The use of the word ""Awful"" clearly expresses strong dislike for the content."
She’s got catchy songs but the comments in this are so damn repulsive.🤢,"I would classify this comment as Negative. The word ""repulsive"" has a strong negative connotation, indicating that the commenter is expressing disgust or distaste towards the comments on the video."
"Joker and Harley Quinn vibes, right there.","I would classify this comment as Positive. The user is drawing a positive comparison to two popular and iconic characters from pop culture, implying that they love the music video's aesthetic or tone."
Directed by Queentin Tarantino vibes,"I would classify this comment as Positive. The comparison to Quentin Tarantino's work is likely meant to be complimentary, implying that the video has a cool and stylish vibe reminiscent of Tarantino's films."
"I'm typically a pop fan tbh and I like Sabrina's voice, but this song is incredibly irritating. I think being embarrassed of your partner has gotta be one of the biggest red flags imo. And listenting to this song makes me actively cringe because it just reminds me of incredibly toxic people who only use others as a way to prop themselves up. ""If you don't fit into the friend group, you're embarrassing and I'd rather you stay in"", mean girl ass behavior. And the tone just makes it seem like she couldn't give a shit less what would make him happy or what she likes about him as a person, it's just ""well you're my bf now so don't embarrass me"", mc syndrome. This song just makes me think she doesnt want a bf, but a pawn she can just move around her life to show off to others. Like, I genuinely can't imagine a guy making a so called ""love song"" about a girl and the entire song being about how he just doesnt want her to act like herself around his friends because it'll be bad for his image and ego. People would be calling it misogynistic.","I would classify this comment as Negative, justified by the fact that the commenter expresses strong disapproval of Sabrina's lyrics and the song's themes, using phrases such as ""incredibly irritating"", ""cringe"", and ""mean girl ass behavior"" to describe their dislike."
"One of the worst songs to play at a wedding, especially given the context.","I would classify this comment as Negative. The commenter explicitly states that the song is ""one of the worst"" and mentions its poor suitability for a specific occasion (a wedding), indicating a strong negative sentiment towards the song."
You are the worst singer I have seen   No offence,"I would classify this comment as Negative. The comment explicitly states that the singer is ""the worst"" they've ever seen, which is a strong negative statement, despite the addendum of ""No offence""."
Good lyrics and resounds with modern generation.,"I would classify this comment as Positive. The comment praises the ""good"" lyrics and notes that they resonate with the ""modern generation"", indicating a positive sentiment towards the music video."
This song is annoying tbh,"I would classify this comment as Negative. The user uses the word ""annoying"" to describe the song, indicating their displeasure with it."
"I liked the rhythm, and it’s catchy. I don’t know what the backstory is behind it, but the lyrics are so superficial that they’re disgusting.","I would classify this comment as Mixed (combining both positive and negative sentiments). The user starts by expressing a positive opinion about the song's catchiness and rhythm, but then turns negative towards the lyrics, finding them ""superficial"" and ""disgusting""."
She’s got catchy songs but the comments in this are so damn repulsive.🤢,"I would classify this comment as Negative. Justification: The commenter uses strong language to express their disgust with the comments on the video, indicating a strongly negative sentiment."
"As a girl who has resisted any music made since 1990 most of her life, I'm starting to come around. This is too good and the lyrics slap ❤️ 🎶","I would classify this comment as Positive. The commenter starts by saying they're ""coming around"" to modern music, implying a change in their perspective for the better, and then explicitly states that the song is ""too good"" with the added bonus of ""lyrics that slap,"" which is a common internet slang term meaning something is exceptionally good. The use of heart and music notes emojis further reinforces this positive sentiment."
This music feels generic unorigional and made for mass consuption,"I would classify this comment as Negative. The commenter uses strong language to express their disappointment, calling the music ""generic"", ""unoriginal"", and implying it's created solely for commercial success, which indicates a strongly negative sentiment towards the song."
This song remind me of 70s romance aesthetic vibes.,"I would classify this comment as Positive. The commenter is expressing a nostalgic and sentimental connection to the song, using warm and fuzzy language like ""romance aesthetic vibes"" to describe it."
"Every time someone likes this comment,   I’ll please you a good vibe ❤","I would classify this comment as Positive. The user is expressing their enthusiasm for the music video and offering to ""please"" others with a good vibe when they like their comment, indicating a positive and uplifting tone."
Whoever made this beat deserves more credit.,"I would classify this comment as Positive. The comment is praising the creator of the beat, indicating that they did an excellent job, which reflects a positive sentiment towards the music video."
"OMG, Sabrina just keeps getting better! This video is such a vibe! 😍✨ #PleasePleasePlease","I would classify this comment as Positive. The commenter uses enthusiastic language (""OMG"", ""just keeps getting better""), expresses admiration for the artist (""such a vibe""), and includes enthusiastic emojis (😍, ✨) to emphasize their positive sentiment."
80's vibes,"I would classify this comment as Positive. The phrase ""80's vibes"" is likely meant to be nostalgic and complimentary, implying that the song or music video has a retro charm that evokes a positive emotional response."
"Hey Sabrina I don't know if you read your YouTube comments, but I want to thank you for the second verse it brought enough comic relief for me not to breakdown and start crying 😢. This is a beautiful song keep doing your thing ❤","I would classify this comment as Positive.

The commenter starts by expressing gratitude to Sabrina, which sets a positive tone. They then explicitly state that the song is ""beautiful"" and appreciate her unique style (""keep doing your thing""). The fact that they were able to find comic relief in the song also suggests that it had a positive impact on their emotional state."
Not fond of the pop version but the acoustic piano version is a masterpiece.,"I would classify this comment as Positive. The commenter uses strong language (""masterpiece"") to describe one aspect of the song, indicating a strong positive sentiment towards it."
"Lyrics : i don't care about u , i don't care about myself, im just worried about my makeup n whats gonna happen to it if i cry 😐","I would classify this comment as Neutral. Although the comment mentions not caring about oneself or others, which could be perceived as negative, the focus on a seemingly trivial concern (makeup) and the use of a laughing face emoji 😐 suggests that the tone is more lighthearted and non-serious than truly negative."
This Lady Gaga's vibes the fame,"I would classify this comment as Positive. The commenter is explicitly drawing a comparison to Lady Gaga, indicating that they enjoy the song's style or aesthetic, which suggests a positive sentiment towards the music video."
"""Criminal"" vibes anyone??","I would classify this comment as Positive. The use of ""vibes"" implies that the commenter is enjoying the song's atmosphere, and the question mark suggests a playful tone, conveying enthusiasm and engagement with the music."
Sabrina carpenter Vibes: 🛒💅🏾✨🎶🇺🇸👒🦀🌼☕️🍓,"I would classify this comment as Positive. The use of emojis such as ✨, 🎶, and 👒 convey a sense of excitement and enthusiasm for the artist Sabrina Carpenter, indicating a positive sentiment towards her music."
"Please , please, please don't break my heart abeg don't break her heart don't 💔 Love your outfits vibes and energy 🎉❤😇😻😸💞💓💗💖💝♥️👍","I classify this comment as Positive. The commenter is expressing enthusiasm and affection for the music video, using enthusiastic phrases like ""Please, please, please"" and emojis that convey happiness and love, such as ❤️, 🎉, and 😇."
He has a Patrick Swayze vibe.,"I would classify this comment as Positive, justifying that it is because the commenter is making a complimentary comparison to a well-known and beloved actor, Patrick Swayze, implying that the musician being referred to has a charming and charismatic quality."
"Wow, I'm seeing the videoclip for the first time and it's completely different form the tone that I thought it had! To me it's like a different song, it's a feeling so strange...","I would classify this comment as Positive. Although the commenter is expressing surprise and uncertainty, they are not expressing dislike or negativity towards the music video or the song, but rather an interesting and unique experience. The tone of the comment is more curious and open-minded than negative."
"Wow,  I love the melody of this song.","I would classify this comment as Positive. The commenter uses the word ""love"" to express their affection for the song's melody, indicating a strong positive sentiment."
Hearing this annoying song on the radio time after time i had to see the face of the singer !!,"I would classify this comment as Negative. The user explicitly states that they find the song ""annoying"" and expresses frustration with having to see the singer's face repeatedly, indicating a strong negative sentiment towards the music video."
She gives a Dolly Parton vibe.,"I would classify this comment as Positive. The commenter is making a positive comparison to the iconic country singer Dolly Parton, implying that they have a favorable impression of the music video's subject."
Smart writer and sensual vocals too❤,"I would classify this comment as Positive. The use of the phrase ""smart writer"" and ""sensual vocals"" both convey admiration for the artist's skills, and the addition of the heart symbol (❤) further reinforces the positive tone."
Gives me lady gaga and telephone vibes,I would classify this comment as Positive. The comparison to popular and iconic songs like Lady Gaga's and Telephone implies that the commenter has a positive association with the music video being discussed.
"I have no idea who that guy is, but he's giving off some young Mark Wahlberg vibes.","I would classify this comment as Neutral. The commenter is expressing confusion about the artist's identity and making a humorous comparison to another celebrity, but there is no emotional tone or opinion expressed about the music itself."
This Is Not The Beatles Version,"I would classify this comment as Neutral. This is because the comment simply states the obvious difference between the original Beatles song and the current version, without expressing any emotional tone or opinion about it."
Lyrics are so perfect. TOUCHED ❤,"Positive

Justification: The use of the word ""perfect"" and the emoticon ❤️, which represents love or affection, convey a strong positive sentiment towards the lyrics of the song."
Love the 80s vibe in some of her songs,"Positive: The commenter explicitly states they ""love"" the nostalgic feel of the artist's songs, indicating a strong positive sentiment."
"This song worries me. The lyrics have an undertone of domestic violence. I know it's not the thing to talk about, but if it's something to pay attention to. Not making any assumptions just she seems to be able to write in that head space well. I hope I'm wrong.","I would classify this comment as Negative, and justify my answer by saying that although the commenter is acknowledging the song's ability to convey a certain emotional depth, their primary concern is the disturbing undertone of domestic violence, which dominates the tone of the comment and suggests a negative sentiment towards the song."
"This sounds so much like ""aap jaisa koi meri zindagi mein aaye"" from qurbani. I was thinking it sounds very very similar and nostalgic but i couldn't put a finger on it and then saw a video on Instagram and realised this sounds soooo much like our childhood favourite song.","I would classify this comment as Positive, as the user is expressing nostalgia and fondness for the song by comparing it to their favorite childhood song, indicating a positive emotional tone towards the music video."
0:42 Am I the only one getting the Tiffany vibe from the bride of Chucky?,"I would classify this comment as Positive. The commenter is making a favorable comparison between the subject (the bride of Chucky) and someone they admire (Tiffany), indicating that they enjoy or appreciate the content being discussed."
"this music is fking horrendous , the beat, the auto tune, the lack of creativity. This is whats wrong with hollywood. I've never had more of a desire to cut my ears off.","I would classify this comment as Negative. The use of strong negative language (""fking horrendous"", ""cut my ears off"") and specific criticisms of the music's quality (beat, auto-tune, lack of creativity) demonstrate a strongly unfavorable opinion towards the song."
"I love her sense of humour, and even though I am attracted to women, I'm glad shes gonna tone it down. This one is probably the most classy one she's done.","I would classify this comment as Positive. The commenter expresses admiration for the artist's humor and approval of their performance being ""classy"", indicating a generally positive opinion."
Who else came from the video where a guy changed the lyrics while going super Saiyan;-;...,"I classify this comment as Positive because it shows enthusiasm and engagement with the content, using emotive language (""super Saiyan"") to express excitement and shared experience."
"This has such a ""Chucky and Tiffany"" vibe.","I would classify this comment as Positive. The commenter uses quotes to emphasize their affection for the nostalgic reference to the characters Chucky and Tiffany from the Child's Play franchise, indicating a playful and enthusiastic tone."
"Sabrina actually found his real boyfriend to be the leading actor in this song! ! This is crazy! No wonder the glances between them look so genuine! The lyrics of this song are so interesting, it’s almost warning him not to do anything that makes me sad💗","I classify this comment as Positive. Justification: The commenter expresses excitement and fascination with the song's storyline, using enthusiastic language like ""crazy"" and ""! !"", and praises the lyrics' interest and emotional resonance."
The beat sounds like it came from an Inspector Gadget episode ..,"I would classify this comment as Neutral. The commenter is making a observational comparison between the song's beat and an old TV show, rather than expressing a strong positive or negative emotion about the music itself."
Thought this song was super catchy and fun a few weeks ago but now I relate to the lyrics FUCK,"I would classify this comment as Positive with a Negative undertone. The commenter initially thought the song was ""super catchy and fun"", showing a positive sentiment, but then expresses a strong emotional connection to the lyrics (""now I relate to the lyrics""), which suggests a deeper level of engagement, making the overall tone slightly mixed but leaning towards positivity."
"Please, please, please stop playing this song. It's awful. 😖","I would classify this comment as Negative. The commenter explicitly states that they don't like the song and uses strong language (""awful"") to convey their sentiment."
Nostalgic feeling of the music reminds me of 1970 GAME,"I would classify this comment as Neutral. The commenter is expressing a nostalgic feeling towards the music, which is a neutral sentiment, rather than a strong positive or negative emotion."
Awesome lyrics 💯❤,"I would classify this comment as Positive. The user is using enthusiastic language (""Awesome"") and emojis (💯, ❤) to express their admiration for the lyrics, indicating a strongly positive sentiment."
Tbh I'm just here to figure out who this is. Apparently she's getting fortnite stuff. I've heard this song before and it's confusing. But neat. 80s soft beat with a cowboy lyrics?,"I would classify this comment as Neutral. The commenter expresses confusion about the song, but also uses positive language such as ""neat"" to describe the unexpected combination of an 80s soft beat with cowboy lyrics, indicating that they are intrigued rather than upset or enthusiastic."
"Hey guys!You all know the unmatchable vibe of our Sabrina!❤I was hoping that every fan of her could support me on #SabrinaCarpenderCyanBodysuitChallenge ,we all want to see our baddie blondie on this colour!🔥Make this go viral please🥰🩵","I classify this comment as Positive. The user's enthusiasm and admiration for Sabrina are evident, using terms like ""unmatchable vibe"" and ""baddie blondie"", and they're encouraging others to support their idea, which suggests a sense of community and excitement around the artist."
