comentario,resposta_api
She did it again. Olivia somehow managed to be more generic than Taylor Swift. She carefully handpicked another one of the most generic situations in life and is pretending she wrote and filmed a masterpiece. The delusion is beyond. And the people who likes her music are the most basic I ever witnessed in my lifetime. That's impressive. What a load of shit.,"I would classify this comment as Negative, but with a hint of sarcasm and irony. Although the commenter uses strong language to express their disdain for Olivia and her music, they also seem to be impressed by her ability to elicit such a reaction from others, implying that she's doing something right, even if it's not in a good way."
It's giving me Avril Lavigne vibes❤❤ love it❤️,"I would classify this comment as Positive. The commenter explicitly states ""love it"" and uses emojis such as ❤️ and ❤️ to convey their enthusiasm and affection for the music video, indicating a strong positive sentiment."
This gives me 90’s Garbage and Courtney Love vibes. ❤,"I would classify this comment as Positive, justifying it by saying that the commenter is expressing their enthusiasm for the music video's nostalgic value and aesthetic similarity to artists they admire. The use of the ❤ symbol also indicates a positive sentiment."
The classical rocker vibe we love ❤,"Positive: The comment uses the phrase ""we love"" and the heart emoji ❤, indicating a strong affection for the music style described."
I feel this Lyrics so much (unfortunately) 🥲,"I would classify this comment as Positive. Although the user says ""unfortunately"", their overall sentiment is positive because they explicitly state that the lyrics resonate with them deeply, indicating an emotional connection to the song."
The most emotional yet beautiful song on Olivias channel,"I would classify this comment as Positive. The use of words like ""emotional"" and ""beautiful"" convey a strong positive sentiment towards the song and Olivia's channel."
"When her music is good, it's really good but too bad when it's bad, it's some of the worst out there like this song. This song is so cringe in every way possible","I would classify this comment as Negative, because the commenter explicitly states that the song is ""some of the worst"" and uses strong language to describe its poor quality, calling it ""cringe"" in every way."
"This is very Michelle Branch, the music video is giving me Whip IT (2009) vibes and I’m here for it","I would classify this comment as Positive. The commenter uses phrases like ""very Michelle Branch"" and ""I'm here for it,"" indicating their enthusiasm and enjoyment of the music video."
"..the life of every fucking party. I've got issues.....  Hahahaaaa!!!!😂❤🎉🎉 LUV this song & others. Esp. when idoL #oliviarodrigo cusses swears.. so real. Like most of us do. HahaHaaa!!!!! LUV this song, video, lyrics.. & many of her songs. Our #philippines' #princess ❤️ 😊 🥰 🎉💜 💜💜","I would classify this comment as Positive.

The user uses phrases like ""the life of every fucking party"", ""LUV this song"", and ""Hahahaaaa!!!!😂❤🎉🎉"" to express their enthusiasm and admiration for the music video. They also mention that they enjoy other songs by the same artist, Oliviarodrigo, which further solidifies the positive sentiment. The use of emojis such as ❤️, 😊, 🥰, 🎉, 💜, and 💜💜 also adds to the overall positivity of the comment."
Chaotic and emotionally raw. I love it.,"I would classify this comment as Positive. The user explicitly states ""I love it"", indicating a strong positive sentiment towards the music video."
Ewwwww the lyrics are soo cheap,"I would classify this comment as Negative. The commenter uses strong language (""Ewwwww"") to express their disgust with the lyrics, indicating a strongly negative sentiment."
"The best song I've ever heard in my entire life, nothing beats this song.","I would classify this comment as Positive. The commenter explicitly states that it is the ""best song"" they have ever heard, using superlatives such as ""entire life"" and ""nothing beats this"", indicating a strong positive sentiment towards the song."
"Hi Olivia, not sure if youll see this but I heard Fefe Dobson's Shut up and Kiss me and I can hear you singing it. It has the same vibe with some of your songs.","I would classify this comment as Positive. The commenter is expressing admiration for the artist (Olivia) by comparing her style to a song they like, implying that Olivia's music has a similar energy or ""vibe"" that resonates with them."
1:26 im obsessed with the way she blows the kiss so annoyingly but kindly at the same time ❤😘,"I would classify this comment as Positive. The user expresses their obsession with the singer's behavior, using words like ""obsessed"" and emojis indicating affection (❤️ and 😘), showing a strong liking and admiration for the singer's performance."
Finding this now has been a GIFT! This is a vibe. The vibe. 🔥🔥🔥,"I would classify this comment as Positive. The commenter uses superlatives such as ""GIFT"" and ""The vibe"", and also includes enthusiastic emojis (🔥) to express their excitement and approval of the music video."
"Catchy, witty, sexy, kinda heavy......I'm impressed","I would classify this comment as Positive. The commenter uses strong positive adjectives such as ""catchy"", ""witty"", and ""sexy"" to describe the video, indicating their overall enthusiasm and enjoyment of it."
i dont see how everyone else isnt cringing at the lyrics.,"I would classify this comment as Negative. The user expresses confusion and criticism towards the lyrics of the song, implying that they do not appreciate them."
She reminds me of Em Behold and a 2000's favorite called Poe. She has the same style as EB but a lower tone in singing when doing serious lyrics just like Poe.,"I would classify this comment as Positive. The commenter is expressing admiration for the artist, comparing her favorably to two other artists they enjoy, and praising her unique qualities (style and tone) in their singing."
She is the next POP Rock ICON!! What an amazing concept and catchy song for me.,"I would classify this comment as Positive. Justification: The use of superlatives (""next POP Rock ICON"") and enthusiastic language (""amazing"", ""catchy"") indicates strong enthusiasm and admiration for the artist and their music."
OMG I AM LOVE IT GIVES OFF BRUTAL VIBES!!!!!!!!!,"I would classify this comment as Positive. The use of enthusiastic language such as ""LOVE IT"" and exclamation marks, particularly the excessive number of them (!!!!!!!!!), indicates a strong positive sentiment towards the music video."
"That first half of the chorus, what does it remind me of?","I would classify this comment as Neutral. The commenter is making an observational statement about the song, asking a question that shows curiosity rather than expressing a strong positive or negative emotion."
worst music in the world trash music,"Negative. This comment expresses strong dislike for the music, using strong language like ""worst"" and ""trash"", indicating a strongly negative sentiment."
"In addition to all of the other amazing qualities, performance, aesthetic, voice, look, smarts,  Imma jus gonna say that Livvy might be the greatest poprock songwriter of ALL TIME. These lyrics are profound poetry, every damn song. Especially this one!","I classify this comment as Positive. The commenter uses superlatives such as ""greatest"", ""amazing"", and ""profound poetry"" to describe their admiration for the artist's songwriting abilities, indicating a strong positive sentiment towards the video and its lyrics."
WHY IS THIS SO NOSTALGIC NOW..,"I would classify this comment as Positive. The commenter is expressing nostalgia towards the video, which implies that they have a fond memory associated with it, indicating a positive sentiment."
Olivia can you please please please🙏 make a song about me i love u so much my name is harmony love u olivia your the best and im so obsessed with u   i listen to your songs every day love u liv love u liv your the best,"I would classify this comment as Positive. The commenter uses enthusiastic language, such as ""please please please"" and ""love u so much"", and repeatedly expresses their admiration for Olivia, calling her ""the best""."
Cleaning up the mess the exes made with a vacuum in the end is such a vibe😂,"I would classify this comment as Positive. The use of ""such a vibe"" and 😂 (laughing emojis) suggests that the commenter has a strong positive emotional response to the video, finding it enjoyable or entertaining."
I'm so obsessed with it I love it it's giving me rock Vibes I I can't stop listening to it❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,"I would classify this comment as Positive. The user uses superlatives such as ""obsessed"", ""love"", and ""can't stop listening"" to express their enthusiasm for the music video, indicating a strong positive sentiment."
WHO SAID I CANT WEAR MY CONVERSE WITH MY DRESS-,"I would classify this comment as Positive. The tone of the comment is playful and rebellious, suggesting that the commenter is expressing individuality and freedom of choice, which is a positive sentiment."
legendary lyrics,"Positive: The commenter uses the word ""legendary"" to describe the lyrics, conveying admiration and high praise for the song's lyrical quality."
"Damn, I feel seen. I remember dating a dude, and even though we were together, I was obsessed with his ex because I was afraid she would come back and take him away. It's a terrible feeling. It comes from insecurity and low self-esteem but is real and painful. I would put on red lipstick; sometimes, my face would morph into hers in the mirror. I am no longer with that dude, and I am finally working on myself, and I overcame her. This song feels like she wrote it for me. I know it's not true, but it feels good to TRULY relate to her lyrics and music.","I classify this comment as Positive, justifying my answer with: ""The commenter uses strong language ('feels seen', 'finally working on myself, and I overcame') indicating a sense of empowerment and relief, which is characteristic of positive sentiment."""
Tone like telephone by lady Gaga 🤔✌️,"I would classify this comment as Positive. The use of smiley faces (✌️) and the reference to ""tone"" suggest a playful and upbeat tone, indicating that the commenter enjoys Lady Gaga's music."
Fãs do Justin Bieber e Selena Gomez tão nessa vibe,"I would classify this comment as Positive. The use of ""fãs"" (fans) and ""tão nessa"" (so into it) indicates enthusiasm and admiration for the artist's music, conveying a positive sentiment."
Good vibes to start a new year! SO MUCH PUNK! WOW!! NEVER EXPECTED THIS!!!,"I would classify this comment as Positive. The use of enthusiastic language such as ""Good vibes"", ""SO MUCH PUNK!"", ""WOW!!"" and ""NEVER EXPECTED THIS!!!"" conveys a strong sense of excitement and surprise, indicating a positive sentiment towards the music video."
"Love this song….. the concept, the vocal performance, the instrumentation, the production. On Point","I would classify this comment as Positive. The commenter uses superlatives such as ""love"", ""On Point"", and expresses enthusiasm for multiple aspects of the song, indicating a strongly positive sentiment."
Why did it give vibes like deja vu but karma hits version...??!,"I would classify this comment as Neutral. The commenter is expressing curiosity and surprise at the song's similarity to another song (""deja vu"") and its departure from expectations (""karma hits version""), but there is no evident emotional tone or opinion expressed, which makes it a neutral comment."
Uma vibe 2010's,"I would classify this comment as Positive. The phrase ""vibe"" is often used to express enthusiasm and approval, and the mention of the 2010's implies nostalgia and fondness for a specific time period, indicating a positive sentiment towards the video."
Giving jealousy jealousy and brutal vibes I love it!!,"I would classify this comment as Positive. The user explicitly states ""I love it"", indicating a strong positive sentiment towards the music video."
I keep listing to you it feels like iam so obessed with olivias vocals,"I would classify this comment as Positive because the user is expressing their enthusiasm and admiration for Olivia's vocals, using words like ""obessed"" which implies a strong emotional connection."
worst song so far,"I would classify this comment as Negative. The phrase ""worst song so far"" explicitly expresses dissatisfaction with the song, indicating a negative sentiment."
damn!!! some of the lyrics really hit me hard,"I would classify this comment as Positive. The use of the word ""damn"" is an expression of strong emotion and surprise, which suggests that the commenter was deeply affected by the lyrics, implying a positive emotional response to the music."
Love the vibes,"I would classify this comment as Positive. The phrase ""love"" conveys a strong positive sentiment, indicating that the commenter has a strong affection for the content of the music video."
0:26 the prechorus always gets me so hype,"I would classify this comment as Positive. The commenter uses the word ""hype"" to describe their reaction to the prechorus, indicating a strong positive emotional response to the music."
did anyone else know that chappell roan was background vocals for this song?,"I would classify this comment as Neutral. This is because the commenter is simply stating a fact about the song's production process without expressing an opinion or emotion, which makes it a neutral statement."
Never miss a beat left no crumbs amazing I loveeee,"I would classify this comment as Positive. The comment uses enthusiastic language (""Never miss a beat"", ""amazing""), exclamation points (!), and multiple repetitions of the word ""love"" to express excitement and admiration for the music video."
"I loved the instrumentation of the chorus, just perfect ❤","Positive

Justification: The commenter explicitly states they ""loved"" something about the song, using the phrase ""just perfect"", indicating a very positive sentiment towards the music."
I love Olivia but the bangs does not give the vibe,"I would classify this comment as Neutral. The commenter starts by expressing their love for Olivia, which is a positive statement, but then criticizes her hairstyle, which has a negative tone, making it a neutral overall sentiment since both emotions are present and balanced."
This song reminds me of early 80s punk when I was in high school. Makes me feel nostalgic❤,"I would classify this comment as Positive. The commenter expresses nostalgia and affection for the song, using the heart symbol ❤ to emphasize their positive feelings."
😮I’m SO OBSESSED with this song 🎶!! TOTAL jam song! Lyrics PERFECT!! 👏👏 Releasing these 5 songs now in the middle of her tour just proves AGAIN how much Olivia loves her fans! 💜💜OR,"I would classify this comment as Positive. The user is expressing their enthusiasm and love for the song, using words like ""OBSESSED"", ""TOTAL jam song"", and ""PERFECT"" to describe it. They also mention that the artist, Olivia, releasing new music during her tour shows how much she cares about her fans, which further reinforces the positive tone of the comment."
Its giving summer vibes,"I would classify this comment as Positive. The phrase ""giving summer vibes"" suggests that the commenter is experiencing a positive emotional response to the music video, evoking feelings of warmth and relaxation associated with the summer season."
I first heard this song on my record side b and learned all the lyrics,Neutral: The commenter is simply stating their experience of discovering the song without expressing any emotional opinion about it.
Omg I love the video and the hard work you put into the lyrics ❤❤❤❤,"I would classify this comment as Positive. The use of ""omg"" and multiple heart emojis (❤) indicates strong enthusiasm and affection for the music video, with the commenter also acknowledging the effort put in by the creator."
This song came out at the wrong time and failed miserably. It should be released on the next album is better because it is a very catchy and unique song 😢😢,"I would classify this comment as Mixed/Negative, but leaning towards Positive. The comment starts off negatively by stating that the song ""failed miserably"", but then expresses a positive sentiment by calling it ""very catchy"" and ""unique"", indicating that despite its initial failure, the commenter still appreciates the song's qualities."
"The lyrics may be cringe and immoral, but this song is an absolute banger!","I would classify this comment as Neutral with a hint of Positivity. The comment acknowledges some potential criticisms (cringe and immoral lyrics) but ultimately concludes that the song is ""an absolute banger"", which indicates a positive overall sentiment towards the music."
She pictured those emotions so real...,"I would classify this comment as Positive. The commenter is praising the artist for being able to convey emotions effectively, suggesting that the video had a strong emotional impact on them."
2000s vibes are strong,"I would classify this comment as Positive. The phrase ""strong"" has a positive connotation, suggesting that the commenter is enthusiastic about the 2000s vibe in the music video."
The chorus sounds like TELEPHONE by LADY GAGA ft BEYONCE,"I would classify this comment as Neutral. The comment is not expressing an opinion about the music video itself, but rather making a comparison to another song, which suggests a lack of emotional tone or sentiment towards the original content."
Kind of getting biff naked vibe as inspiration,I would classify this comment as Neutral. The commenter is making a vague comparison to another song/artiste (Biff Naked) without expressing a clear positive or negative sentiment about the video itself.
Does anyone else get an Avril Lavigne Sk8er boy PunkPop vibe??,"I would classify this comment as Neutral. The comment is simply asking if others share the same musical association with the song/video, rather than expressing a strong positive or negative emotion about it."
OK BUT DID YOU KNOW CHAPPEL ROAN IS IN THE BACKGROUND VOCALS OF THIS SONG 🎉❤ WE LOVE OLIVIA FOR QUEER REPRESENTATION,"I would classify this comment as Positive. The use of emojis such as 🎉 and ❤, along with the statement ""WE LOVE OLIVIA"", indicates a strong positive sentiment towards the artist Olivia, as well as her contribution to queer representation in music."
"This sound so familiar, especially pre chorus. Did she sampled the music?",I would classify this comment as Neutral. The commenter is simply stating an observation about the song's familiarity without expressing a positive or negative emotion towards it.
I can’t be the only one who thinks she’s attractive but annoying,"I would classify this comment as Negative. The user expresses that they find the subject ""attractive"" which is positive, but then immediately follows it with ""but annoying"", indicating a stronger negative sentiment towards their overall impression of the person."
Chorus melody is giving Lady gagas telephone,"I would classify this comment as Positive. The phrase ""giving"" implies that the commenter is praising the chorus melody for its quality, and the comparison to Lady Gaga's iconic song ""Telephone"" suggests that they consider it impressive or iconic in some way."
Catchy,"I would classify this comment as Positive. The word ""catchy"" implies that the commenter enjoys the song's melody or hook, indicating a positive sentiment towards the music."
Eu amo a vibe que Olivia Rodrigo transmite em suas músicas é tão surreal serio eu amei essa música parabéns garota arrasou mais uma vez❤,"I would classify this comment as Positive. The commenter explicitly states that they ""amo"" (love) the vibe and music, uses enthusiastic language (""arrasou"" meaning ""she killed it""), and ends with a heart symbol indicating strong affection."
wait why did she chnage teh lyrics to is she good in bed when its supposed to be does she give good head,"I would classify this comment as Neutral. The commenter's tone appears objective, simply expressing curiosity and asking questions about the song's lyrics without conveying strong emotions or opinions."
Great composition!,"I would classify this comment as Positive. The use of the word ""great"" and the specific praise for the composition indicates a strong positive sentiment towards the music video."
I am staring at her like i wanna get hurt😭 and she even speaks kindly about me...those lyrics are on point😭😭,"I would classify this comment as Positive. The commenter is expressing strong emotions of admiration and happiness towards the artist, using phrases like ""staring at her"" and ""speaks kindly about me"", indicating a deep appreciation for the song and its impact on them."
real ones know the lyrics from spotify podcasts🫶😭,"I classify this comment as Positive. The commenter uses emojis to express enthusiasm and emotional connection with the content, indicating that they are genuinely engaged and passionate about the music."
Obsession and jealousy are toxic poisonous emotions… This is really bad music for young girls 👎👎👎👎👎👎,"I would classify this comment as Negative. The user explicitly states that the music is ""bad"" and uses multiple thumbs down emojis (👎) to emphasize their disapproval, indicating a strongly negative sentiment towards the video and its intended audience (young girls)."
Bro this gives (no doubt) vibes please do a full rock album,"I would classify this comment as Positive. The commenter is expressing enthusiasm for the music and encouraging the artist to create more of it, using phrases like ""vibes"" and ""please do"", which convey a positive tone."
If she could keep up the alternative vibe that would be amazing.,"I classify this comment as Neutral. The commenter is making a suggestion for the artist to maintain their current style, rather than expressing a strong emotion or opinion about the music video itself."
Just watched Olivia Rodrigo's 'obsessed' Official Music Video - the visuals and storytelling perfectly capture the emotion behind the song.,"I would classify this comment as Positive. Justification: The commenter uses phrases such as ""perfectly capture"" and expresses admiration for the music video's visuals and storytelling, indicating a strong positive sentiment towards Olivia Rodrigo's work."
Olivia with her new look gave me María Becerra vibes,"I would classify this comment as Positive. The commenter mentions Olivia's ""new look"" and compares it to another artist (María Becerra) who is likely well-liked, implying that the commenter has a positive impression of Olivia's change in appearance."
I started head banging to the chorus with my hair in my face and then saw another sash so I remembered I came here to actually watch the video LMFAOOOOOO,"I would classify this comment as Positive. The user is expressing their enthusiasm and having fun while watching the music video, using a laughing emoji (LMFAOOOOO) to emphasize their excitement."
i love how angry and emotional olivia is <3,"I would classify this comment as Positive. The user explicitly states their affection (""i love"") for Olivia's performance, highlighting her emotions and intensity as appealing qualities."
This gives serious Garbage vibes. I am 100% for it. ❤,"I would classify this comment as Positive. Despite referencing another artist (Garbage) that might be perceived as negative, the overall tone is positive due to the commenter's enthusiasm (""I am 100% for it"") and affectionate sentiment (""❤"")."
Waiting for the day Olivia dumps these awful guys and go on date their exes...,"I would classify this comment as Negative. The comment expresses disapproval of the ""awful guys"" Olivia is with, indicating a negative sentiment towards them and by extension, her relationship with them."
Facts or true?...this song is catchy and this visual is very intriguing especially with fact that this shows a lot of vulnerability,"I classify this comment as Positive. The user states that the song is ""catchy"" and the visuals are ""intringuing"", showing enthusiasm and appreciation for the content, which indicates a positive sentiment."
Demi vibes too,"I would classify this comment as Positive, justifying that it expresses admiration for Demi Lovato's (likely musical) style or performance, using a term like ""vibes"" to convey a positive association."
did you guys know that Chappell Roan sing as background vocal in this song?,"I would classify this comment as Neutral. The commenter is simply sharing factual information about the song, without expressing any emotional opinion or sentiment towards the music itself."
When ur laying on the floor it was giving Lydia’s hair from Beatle juice 💀🤣,"I would classify this comment as Positive. The tone of the comment is playful and enthusiastic, with the use of emojis 😄 (💀 and 🤣) indicating amusement and delight. The mention of ""Beatle Juice"" also suggests a positive association with the music video or artist."
Could be the worst song in the world hands down.,"I would classify this comment as Negative. The phrase ""worst song in the world"" is extremely critical and expresses strong dislike for the song, indicating a strongly negative sentiment."
