comentario,resposta_api
Unreal vocal ❤❤❤,I would classify this comment as Positive. The use of three heart emojis (❤❤❤) is an obvious expression of enthusiasm and admiration for the singer's vocals.
Die With A Smile just hit its 50th week in the Billboard Hot 100's top 10! 🥳❤️🤯 What a powerful song!,"I would classify this comment as Positive. The use of enthusiastic emojis (🥳, ❤️) and superlatives (""What a powerful song!"") convey a strong sense of admiration and excitement about the song's performance on the Billboard charts."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The commenter mentions they ""stayed"" for the content, implying they enjoyed it and found value in watching the whole video, rather than just being attracted to the thumbnail."
I'm not a great listener of music and don't keep up with it at all.. day before yesterday my wife dedicated this song to me..and now its been running non-stop in my mind since then..get tears in my eyes listening and feeling the beautiful lyrics..! We celebrate 10 lovely years of togetherness at the end of this year..!❤ Cherish every moment you have with your loved ones...!,"I would classify this comment as Positive. The commenter is emotional while listening to the song, getting tears in their eyes and cherishing a special occasion with their loved one, indicating a strong positive connection to the music and the memory it evokes."
Oh yeah! These words are a sure reaction to some deep divine love ~~~if the world was ending I want to be next to you That's deep~~~,"I would classify this comment as Positive. The use of enthusiastic language (""Oh yeah!"", ""That's deep"") and the emotional tone conveyed through the words (""deep divine love"", ""next to you"") indicate a strong positive sentiment towards the music video or song being discussed."
It brought me to  tears its so powerful  it reaches you heart,"I would classify this comment as Positive. The commenter is expressing strong emotional resonance with the song, stating that it ""brought [them] to tears"" and ""reaches your heart"", indicating a deep connection and appreciation for the music."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user started by mentioning they came for something specific (the thumbnail), but ended up enjoying the content (""stayed for the vibes""), indicating a positive experience with the music video."
This song is really heart touching❤It's Not just a song It's emotion🥰,"I would classify this comment as Positive. The use of emotive emojis (❤, 🥰) and phrases like ""really heart touching"" and ""emotion"" convey a strong sense of admiration and emotional connection with the song, indicating a positive sentiment."
😢❤❤❤😢😢😢I get emotional every time I listen to it!!,"I would classify this comment as Positive, because the commenter explicitly states that they get emotional when listening to the song, indicating strong emotional resonance and appreciation for the music. The use of 😢 symbols also reinforces their enthusiastic response."
"Eae du do futuro, tá com sdds desse tempo né...","I would classify this comment as Neutral. The comment appears to be a casual greeting in Portuguese (""Hey, what's up with this time period?""), which doesn't convey any explicit sentiment towards the music video itself."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The commenter is expressing enthusiasm and satisfaction with their experience watching the video, using words like ""stayed"" to convey a sense of delight."
I listen this everyday... It's gives a Good Vibes on their High Notes ♥️❤️♥️❤️ damnnnnn 🌸,"I would classify this comment as Positive. The user mentions that the song ""gives good vibes"" and uses heart symbols (♥️) and emoticons (🌸) to express enthusiasm, indicating a strongly positive sentiment."
Worst song,"Negative: This comment is clearly negative because it calls the song ""worst"", expressing strong dislike for the music."
Catchy song!!! I love it ❤❤❤adore,"I would classify this comment as Positive. The user uses superlatives such as ""catchy"" and ""love"", and the multiple heart emojis (❤❤❤) further emphasize their enthusiasm and affection for the song."
"if you love this song, we invite you to check out our acoustic cover version, of this song at this link on our channel https://youtu.be/qJ9Roo6qWD8?si=sL0yM1LXGDmiRGmH","I would classify this comment as Positive. The tone is inviting and enthusiastic, encouraging viewers to engage with the commenter's content and promoting their own channel."
Love the intro beats from Crazy cee lo green ;),"I would classify this comment as Positive. The user expresses enthusiasm by saying ""Love"" and mentions their favorite part of the song (""intro beats""), indicating a positive sentiment towards the music video."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user initially came to watch the video based on the attention-grabbing thumbnail, but ended up enjoying the ""vibes"" (likely referring to the music or overall atmosphere), indicating a positive experience with the content."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The commenter is expressing enthusiasm and surprise at enjoying the content beyond their initial attraction to the thumbnail, indicating a positive experience with the music video."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive.

Justification: The comment mentions staying for ""the vibes"", which implies that the commenter enjoyed the song or the overall atmosphere of the music video, even though they initially came for the thumbnail. This suggests a positive experience and sentiment towards the content."
"I broke up with my girlfriend with BPD, it was a fairy tale love with lots of good memories and moments, but the downs were so hard and it was an emotional rollercoaster……but I don’t know I took the right decision…..she gave the most beautiful love I ever experienced in my life……I still miss her…..I love you Bubu❤ Maybe the best love stories aren’t meant to be with each other ❤","I would classify this comment as Neutral. The commenter expresses a mix of emotions, including sadness and longing for their former partner, but also acknowledges that they may have made the right decision in ending the relationship. The tone is reflective and contemplative rather than purely positive or negative."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The phrase ""stayed for the vibes"" implies that the viewer enjoyed the music video more than they expected based on the initial thumbnail, which suggests a positive sentiment towards the content."
Who’s memorised the lyrics without even trying to learn the song😂,"I would classify this comment as Positive, because it's expressing surprise and admiration for someone's ability to memorize the lyrics without effort."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user started by mentioning the thumbnail, which may have been attention-grabbing, but then stayed for ""the vibes"", implying that they enjoyed the music or atmosphere of the video, which suggests a positive sentiment."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The commenter started by mentioning the thumbnail, which implies they were initially drawn to the visual appeal of the video, but then ""stayed"" for the music itself, suggesting they enjoyed the overall experience and are happy with their decision to watch."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The commenter mentions that they ""stayed"" for the good vibes, implying that their initial interest was piqued by the thumbnail, but they were pleasantly surprised by the quality of the music, which is a positive sentiment."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user mentions they ""stayed"" which implies they enjoyed the content beyond just the initial attraction from the thumbnail, conveying a positive sentiment towards the music video."
The song is deeply meaning among attack on Titan 😢😢😢,"I would classify this comment as Positive. The use of emotive emojis (😢) suggests that the commenter was strongly moved by the music video, which implies a positive emotional response to the content."
Get emotional ❤😮😒😔,"I would classify this comment as Positive. The use of emotive emojis like ❤️ and 😮 suggests that the commenter is genuinely moved by the music and has a strong emotional connection to it, which is a positive sentiment."
I actually sung this at my chorus concert😂,"I would classify this comment as Positive. The use of the smiling face emoji 😂 indicates that the commenter is joking and has a lighthearted tone, suggesting they have a positive association with the song and their experience singing it."
Looks like this filmed over a 1.25x speed then slowed to tempo of song. Nice effect.,"I would classify this comment as Positive. The commenter uses the word ""nice"" to describe the visual effect, indicating that they enjoyed it."
This is one of the most beautiful song I ever heard. The lyrics are ❤❤❤❤❤❤,"I would classify this comment as Positive. The commenter uses superlatives such as ""most beautiful"" to describe the song, and also uses numerous heart symbols (❤) to emphasize their emotional response to the lyrics."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user mentions staying for the ""vibes"", implying that they enjoyed the content beyond just the initial appeal of the thumbnail, which suggests a positive emotional response to the music video."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user initially came to watch the video based on its attractive thumbnail, but ended up enjoying the ""vibes"" (likely referring to the music or atmosphere), indicating they were pleasantly surprised and left with a positive impression."
This song goes hard and align with any situation whether good or bad any vibe any mood,"I would classify this comment as Positive. The commenter uses enthusiastic language (""goes hard"") to express their appreciation for the song's versatility and ability to fit any situation, conveying a strong sense of approval and enjoyment."
Heart beat 💗❤️💜💓,"I would classify this comment as Positive. The use of multiple heart emojis (💗, ❤️, 💜, 💓) conveys strong affection and enthusiasm for the music video, indicating a positive sentiment."
"THE LYRICS EXPRESS THAT THE RELATIONSHIP, DESPITE IT'S POSITIVE ASPECTS, IS ULTIMATELY DESTINED  FOR FAILLURE❤❤","I would classify this comment as Negative. Although the comment mentions positive aspects of the relationship, it ultimately concludes that it is ""ultimately destined for failure"", which has a negative connotation and outweighs any initial positivity expressed."
searching for a male vocalist to perform this piece live. Beautiful duet. :),"I would classify this comment as Positive. The use of the word ""beautiful"" and the smiling face emoji :) convey a positive sentiment towards the music video."
00:45 nice vibe ❤️‍🔥❤️‍🔥,"I would classify this comment as Positive. The use of emojis such as ❤️‍🔥, which represent passion and heat, and the phrase ""nice vibe"" convey a positive sentiment towards the music video."
Cool Nostalgic Video,"I would classify this comment as Positive. The use of ""Cool"" and ""Nostalgic"" implies that the commenter enjoyed the video and has a positive emotional response to it."
"Now why I think that this my fav song is already annoying, time so fast","I would classify this comment as Neutral. The commenter is expressing a mixed sentiment by saying their favorite song is ""already annoying"", which indicates some level of frustration or annoyance, but also mentions that time goes by quickly, which suggests a more neutral or observational tone."
"I was scrolling reels randomly, and just heard the live version, it forced me to search it. Its really amazing. I have also heard this previously but never noticed thoroughly, but now it just hit my heart. Lyrics are so emotionful and the music is top notch❤🎉","Positive.

This comment is positive because the user uses superlatives such as ""amazing"" and ""top notch"", expresses enthusiasm with emojis (❤️ and 🎉), and states that the lyrics and music have a strong emotional impact, saying it ""hit my heart""."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The commenter is expressing their surprise at enjoying the content beyond its initial appeal (the thumbnail), indicating that they found something to appreciate about it."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user started by mentioning the thumbnail, which is often used to grab attention, but then ended up enjoying the ""vibes"" of the video, indicating a positive overall experience."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The tone is playful and lighthearted, with the speaker expressing a pleasant surprise at finding a great song despite not being initially drawn to it because of the thumbnail."
Masterpiece and amazing truck that takes the deepest part of you.,"I would classify this comment as Positive. The use of superlatives such as ""Masterpiece"" and ""amazing"" convey a strong sense of enthusiasm and admiration for the music video, indicating a positive sentiment."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The commenter started watching the video because of its attention-grabbing thumbnail, but ended up enjoying the ""vibes"" (i.e., the music or overall atmosphere), indicating a positive experience with the video."
I love this beautiful song and the nostalgic throwback . What doesn't work for me is Lady Gaga does Beth Dutton. I love her brilliant talent and she could have made the cigarette work. BUT who cares?? The song and both their voices supercede the bad acting.,"I would classify this comment as Positive, with a justification that the commenter loves the song and the voices of the performers, despite some criticisms about Lady Gaga's acting in the music video."
Gaga channeling Amy Winehouse vibes,"I would classify this comment as Positive. The tone is enthusiastic and approving, with a hint of admiration for Lady Gaga's ability to capture the essence of another artist (Amy Winehouse)."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user mentions they ""stayed"" for the ""vibes"", indicating that they were pleasantly surprised by the music video's quality or atmosphere, which is a positive sentiment."
"Any lover of Jesus Christ? Even though this song comes from a very unlikely source, I feel the rhythm for my late mom and Jesus Christ...","I would classify this comment as Positive. The commenter mentions their love for Jesus Christ and uses the word ""feel"", indicating a strong emotional connection to the song and its message, which suggests a positive sentiment towards the video."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user is expressing their surprise and delight at finding a great video after initially being drawn in by the thumbnail, indicating a positive experience with the content."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The phrase ""stayed for the vibes"" suggests that the viewer not only liked the initial attention-grabbing thumbnail but also enjoyed the music itself, indicating a positive overall experience."
Gaga smoking and dancing represent me in appearance and Bruno does it in feelings every time I hear this song. And it hurts more when you have to let go and let go of that person you fell deeply in love with.,"I classify this comment as Positive, because the user is expressing admiration for Lady Gaga's representation of themselves through her music and appearance, indicating a strong emotional connection to the song."
This is the most powerful music/video I’ve seen in decades. Can’t even explain what it does to me,"I would classify this comment as Positive. The commenter uses superlatives such as ""most powerful"" and states that the video has a profound impact on them, indicating a strong emotional response and admiration for the content."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The commenter is expressing surprise at enjoying the content more than they expected, citing ""the vibes"" as the reason, which suggests they found the music to be enjoyable and uplifting."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user is expressing satisfaction with their experience of watching the video, using words like ""stayed"" which implies they enjoyed it beyond just being interested in the thumbnail."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The phrase ""stayed for the vibes"" suggests that the viewer enjoyed the music and the atmosphere created by the artist, which is a positive sentiment towards the content."
Aquí un like por los que vinieron por la serie del juego del calamar temporada 1,"I would classify this comment as Positive.

Justification: The commenter mentions ""un like"" (a thumbs up) which is a clear expression of approval, and also references the popular YouTube series ""Del Calamar"" (The Squid Game), indicating that they are part of a loyal fan base."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The commenter mentions ""vibes"", which implies they enjoyed the music and atmosphere of the video, and the tone is light-hearted and playful."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The commenter started by mentioning the attractive thumbnail, which implies they were initially drawn in by visual appeal, but then enjoyed the ""vibes"" (i.e., the music or overall atmosphere) of the video, indicating a positive emotional response."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user mentions staying for ""the vibes"", implying that they enjoyed the song and its atmosphere."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user started watching the video because of the thumbnail, but then they enjoyed the ""vibes"" (the music, atmosphere, etc.), indicating that their overall experience was positive."
"The song, the music, the lyrics, the ambiance, everything is beyond perfect. 👌👏👏👏","I would classify this comment as Positive. The use of superlatives such as ""beyond perfect"" and enthusiastic emojis (👌👏) convey a strong sense of admiration and approval for the music video."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user mentions they ""stayed"" for the content, implying they enjoyed it and were engaged, which is a strong positive indicator."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user started by mentioning they came for the thumbnail, which implies they were initially drawn in by the visual aspect, but then ""stayed"" because of the music's ""vibes"", indicating a strong positive reaction to the song itself."
"best bruno collab, definitely!! the other one is too childish and ridiculous lyrics just like the girl's group","I would classify this comment as Positive. The user explicitly states that it's their ""best Bruno collab"", indicating a strong liking for the song."
"Die With A Smile’ suits both so perfectly—such a beautiful song for a truly stunning image. It captures a vibe that fits Lady Gaga herself: bold, emotional, and iconic.","I would classify this comment as Positive. The user uses phrases such as ""beautiful song"", ""stunning image"", and ""iconic"" to describe the music video, indicating a high level of admiration and appreciation for it."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user mentions they ""stayed"" for the content, implying they enjoyed it, and uses the word ""vibes"", which has a positive connotation, suggesting the video had a good atmosphere or mood."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user started by mentioning the thumbnail, which suggests they were initially drawn to the video's visual appeal, but then ""stayed"" for the music itself, implying that it exceeded their expectations and created a positive emotional response."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive, justifying that it implies the commenter was pleasantly surprised by the music video and enjoyed the atmosphere (""vibes"") despite initially being drawn in by the visual appeal of the thumbnail."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user started by saying they came for the thumbnail (likely because it caught their attention), but ended up staying for the ""vibes"" (a positive connotation implying enjoyment or good feeling)."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The commenter mentions staying for ""the vibes"", implying that they enjoyed the music and atmosphere of the video, which is a positive sentiment."
The guitar is oddly similar to let go(acoustic )by ark patrol,"I would classify this comment as Neutral. The comment is simply making an observation about the guitar's similarity to another song, without expressing any strong positive or negative emotions towards the music video itself."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user mentions that they ""stayed"" for the ""vibes"", indicating that they were pleasantly surprised by the content and enjoyed it, which is a positive sentiment."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The commenter mentions staying for ""the vibes"", implying that they enjoyed the music and the overall atmosphere of the video."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The phrase ""stayed for the vibes"" implies that the viewer was pleasantly surprised by the content of the video, which is often associated with positive emotions."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user started by mentioning they ""came for"" something specific (the thumbnail), but then ""stayed"" due to enjoying the ""vibes"", indicating that their experience was pleasant and exceeded their initial expectations."
I'm late for sure but this song credit goes to lady Gaga .she's real artist for sure .am gonna slap anybody on their fckin mouth who disagree ..lady Gaga's hitting notes correspond to pitch as harmony that's real shit .reconsider the main vocal it's the second lead that gives the hype for as musical harmony .if you're against then try analyzing lady Gaga's line .she's in perfect pitch as sharp note all the time ..,"I would classify this comment as Positive. The commenter uses strong language to express their admiration for Lady Gaga, calling her a ""real artist"" and stating that she is hitting notes ""as harmony"" and with ""perfect pitch"". The tone is also defensive, indicating a strong passion and loyalty towards the artist."
is it just me or is this emotional😢,"I would classify this comment as Neutral. The comment doesn't explicitly express a positive or negative sentiment towards the music video, but rather asks a question about its emotional impact, which is a neutral inquiry."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user initially came for the thumbnail (likely attracted by the visuals), but ended up staying for the ""vibes"", implying they enjoyed the music or atmosphere of the video."
It's my favourite song and I'm singing it right now know all the lyrics❤❤❤❤❤❤❤,"I would classify this comment as Positive. The user explicitly states that the song is their ""favourite"", uses enthusiastic language (""right now""), and includes multiple heart emojis (❤️) to convey strong affection for the song."
1:25❤😊 vocal is awesome😇,"I would classify this comment as Positive. The use of emoticons such as ❤️ and 😊, along with words like ""awesome"" and ""vocal"", convey a strong sense of enthusiasm and admiration for the music video."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user started by mentioning they came for something specific (the thumbnail), but ended up enjoying the actual content (""stayed for the vibes""), indicating a positive experience with the video."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The phrase ""stayed for the vibes"" implies that the commenter enjoyed the music video and found it engaging, which is a positive sentiment."
The lyrics of this song really speak to me.,"I would classify this comment as Positive. The user is expressing that the lyrics resonated with them personally, which indicates a strong emotional connection and appreciation for the song."
I shared a song with my grandchildren that i heard lady Gaga sing at SF Chase Center the room was filled with tears and emotions and so much love and it’s my heart. I never heard the song before. I thought I go to YouTube I find this special song for grandchildren wow they already knew the song and they’re only seven years old. I was amazed I played every day for the,"I would classify this comment as Positive, because the commenter expresses overwhelming emotions of love and amazement while sharing a meaningful moment with their grandchildren, highlighting the joy and connection it brought them."
Anyone in 10/08/2025 😢 Powerful Song 🇦🇷,"I would classify this comment as Positive. The use of ""Powerful Song"" suggests that the commenter is impressed with the music, and the inclusion of the crying emoji 😢 implies that the song had an emotional impact on them."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user started by mentioning they came for the thumbnail (likely attracted by the visuals), but then stayed for the ""vibes"" which implies they enjoyed the music and atmosphere, making their overall sentiment positive."
BRUNO MARS VOCALS-📈📈📈,"I would classify this comment as Positive. The use of emojis (e.g., 📈) and the phrase ""VOCALS"" with multiple ""📈"" indicates enthusiasm and praise for Bruno Mars' vocal performance."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user started watching the video because of the thumbnail (which suggests curiosity), but then they ""stayed"" which implies that they enjoyed the content (""vibes"") and chose to continue watching, indicating a positive experience."
He actually beats musical instruments. supercalifragilisticexpialidocious vocals.,"I would classify this comment as Positive. The use of enthusiastic language such as ""super"" and the comparison to a iconic word (""supercalifragilisticexpialidocious"") suggests that the commenter is extremely impressed with the singer's performance, which indicates a positive sentiment."
"07/08/2025 listening to this perfection, my favorite song, I never get tired of listening to it, I'm completely swep away by the lyrics of this song😍😍","I would classify this comment as Positive. The user describes the song as ""perfection"", says it's their favorite and that they never get tired of listening to it, indicating a strong appreciation for the music. The use of emoticons 😍 also reinforces the positive sentiment."
Hliary is the best player on the planet and the best of the worst in the league but I don’t see any reason to be upset about him not being a starter in the future if he doesn’t play 0:30,"I would classify this comment as Positive. The user explicitly states that Hliary is ""the best player on the planet"" and ""the best of the worst in the league"", indicating a strong positive opinion towards them."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user mentions they ""stayed"" for the content, implying they were engaged and enjoyed it, which is a positive sentiment."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The phrase ""stayed for the vibes"" suggests that the viewer enjoyed the music and atmosphere of the video, which is a positive sentiment."
This collab hits different when you're building the perfect playlist! 🎵 There's something magical about finding songs that flow together seamlessly - like discovering hidden gems that tell a story. Anyone else obsessed with curating the perfect vibe? ✨,"I would classify this comment as Positive, justifying my answer by saying that the commenter expresses enthusiasm and excitement towards building playlists and discovering new music, using positive language such as ""hits different"" and ""magical"", and ending with a rhetorical question that implies shared passion and community."
At first i like this song but then IT GOT SOO ANNOYING hearing this over and over again specially in FUCKING TIK TOK or YT adds,"I would classify this comment as Negative. The commenter initially likes the song, but their enthusiasm is quickly overshadowed by frustration and annoyance at having to hear it repeatedly, particularly on social media platforms."
Bruno has real music that has melody,"I would classify this comment as Positive. The commenter is praising Bruno's music, stating it has ""real"" and ""melody"", which suggests they appreciate the quality and structure of his songs."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The commenter was surprised by the video's quality after initially being attracted to its thumbnail, indicating a positive experience and appreciation for the ""vibes"" or atmosphere of the song."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user mentions being ""stayed"" for the ""vibes"", indicating that they enjoyed the music video and appreciated its atmosphere, which suggests a positive sentiment."
"This track really hits the spot! The beat is so infectious, and the lyrics speak to my soul. Definitely adding this to my playlist!","I would classify this comment as Positive. The use of phrases such as ""hits the spot"" and ""speaks to my soul"" convey a strong emotional connection to the song, while the statement about adding it to their playlist suggests enthusiasm and approval."
"Year 2010's likes 1980's Vibes Many great singers and they are really competitives hit after hit Like Bruno Mars, Lady Gaga, Taylor Swift, Justin Bieber, Katy Perry and Adele","I classify this comment as Positive. The user is expressing enthusiasm for the music of the 2010s, specifically praising its similarity to the 1980s sound, and highlighting their admiration for various popular artists who have consistently produced hits."
"Como un milagro cósmico, unidos en este instante,  en esta malla espacio-temporal que es el universo  !","I would classify this comment as Positive. The phrase ""como un milagro cósmico"" translates to ""like a cosmic miracle"", which conveys a sense of wonder and amazement, indicating a positive sentiment towards the music video."
OK I love this song but Lady Gaga ruined the video with the trashy cigarette bullshit. The worst part was her singing and dancing (terribly) with it between her teeth. That's not a flex unless you're a carnie. No Class!,"I would classify this comment as Negative. Despite the user initially stating they love the song, their criticism of Lady Gaga's actions in the video, such as smoking cigarettes and singing/dancing with them between her teeth, is overwhelmingly negative and uses strong language like ""trashy"" and ""no class""."
3:14 so emotional 😢🥺,"I would classify this comment as Positive. The emotive language (""so emotional"") and the crying emojis (😢, 🥺) suggest that the viewer was deeply moved by the video, which is a strong indication of positive sentiment."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The phrase ""stayed for the vibes"" suggests that the viewer enjoyed the music and the overall atmosphere of the video, making their experience more enjoyable than expected."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The commenter starts by mentioning they ""came"" for something specific (the thumbnail), implying curiosity or interest, but then mentions they ""stayed"" because of the ""vibes"", suggesting they were pleased and engaged with the content."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The phrase ""stayed for the vibes"" suggests that the commenter enjoyed the content beyond just being attracted by the thumbnail, indicating a positive sentiment towards the music video."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The commenter started out by mentioning the thumbnail, which suggests they were initially drawn in by the visual appeal of the video, but then ""stayed"" for the music itself, indicating that they enjoyed the song and the overall vibe."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The commenter mentions they ""stayed"" for the song's ""vibes"", implying they enjoyed the music and had a positive experience listening to it."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The user started by mentioning they came for the thumbnail (likely attracted to the visually appealing image), but then stayed for the ""vibes"" which suggests that their experience with the music was enjoyable and left a lasting impression, indicating a positive sentiment."
This song is a beautiful serenade which reminds us why we love beautiful music and vocals. Absolutely transcending and heavenly listening to this masterpiece. My mind has been blown away.,"I would classify this comment as Positive. The commenter uses strong language such as ""beautiful"", ""transcending"", and ""heavenly"" to describe the song, indicating a very positive sentiment towards it. Additionally, they state that their mind has been ""blown away"", which suggests a strong emotional reaction to the music."
"Came for the thumbnail, stayed for the vibes","I would classify this comment as Positive. The commenter's tone is enthusiastic and playful, using the phrase ""stayed for the vibes"" to express their genuine interest and appreciation for the music video."
"“Love this lofi vibe! I just dropped a similar track on my channel ‘Lofinest’, would love your thoughts.”","I would classify this comment as Positive. The commenter uses the phrase ""Love this"" to express their enthusiasm for the video, and their request for feedback is framed as a genuine interest in the content rather than a complaint or criticism."
